athens, greece, baghdad, iraq, ['ss_8698126', 'russia', 'ss_8914193', 'ss_8782319', 'egypt']
sharp, sharper, old, older, ['grumpy', 'red_sandstone', 'norse_word', 'malay_language', 'old_and']
sharp, sharper, quick, quicker, ['enjoyable', 'ss_642725', 'ss_2081114', 'ss_2081563', 'frightening']
sharp, sharper, safe, safer, ['safer', 'ss_2057829', 'ss_2061307', 'ss_2058148', 'ss_2058529']
short, shorter, simple, simpler, ['simpler', 'ss_2168400', 'ss_2168248', 'ss_2169081', 'ss_2168549']
short, shorter, slow, slower, ['ss_983722', 'slower', 'faster', 'ss_86528', 'ss_983401']
short, shorter, small, smaller, ['smaller', 'larger', 'more_powerful', 'ss_1394400', 'ss_1394558']
short, shorter, smart, smarter, ['ss_439252', 'ss_438909', 'ss_439431', 'cards_are', 'cards']
short, shorter, strong, stronger, ['stronger', 'ss_1824563', 'ss_1824653', 'ss_2324005', 'ss_2322157']
short, shorter, tall, taller, ['ss_2386125', 'ss_2385492', 'ss_2386002', 'ss_2386418', 'ss_2385726']
short, shorter, tight, tighter, ['ss_2087956', 'ss_1399096', 'ss_1398648', 'ss_1398528', 'ss_1398865']
short, shorter, tough, tougher, ['ss_829496', 'ss_2445636', 'ss_2446551', 'ss_2446239', 'ss_2446070']
short, shorter, warm, warmer, ['ss_2531919', 'ss_2532114', 'warmer', 'colder', 'ss_1509066']
short, shorter, weak, weaker, ['ss_2325642', 'ss_2324781', 'stronger', 'ss_2326621', 'ss_2326482']
short, shorter, wide, wider, ['wider', 'dynamic', 'ss_2561752', 'ss_2561560', 'ss_2561490']
short, shorter, young, younger, ['ss_1649271', 'ss_1648491', 'ss_1648698', 'ss_1647675', 'ss_1647983']
short, shorter, bad, worse, ['stronger', 'ss_2322885', 'ss_2322157', 'ss_2322391', 'ss_2321809']
short, shorter, big, bigger, ['bigger', 'smaller', 'larger', 'more_powerful', 'stronger']
short, shorter, bright, brighter, ['ss_284930', 'stronger', 'brighter', 'darker', 'ss_853776']
short, shorter, cheap, cheaper, ['cheaper', 'ss_934199', 'ss_935359', 'ss_934966', 'ss_934554']
short, shorter, cold, colder, ['ss_1254026', 'ss_1253469', 'ss_1253661', 'ss_1253254', 'ss_1252399']
short, shorter, cool, cooler, ['ss_2531775', 'ss_2531422', 'faster', 'cooler', 'colder']
short, shorter, deep, deeper, ['deeper', 'ss_690683', 'ss_690058', 'ss_691497', 'ss_690892']
short, shorter, easy, easier, ['ss_822115', 'ss_2407603', 'ss_479330', 'easier', 'cheaper']
short, shorter, fast, faster, ['ss_983573', 'faster', 'ss_982275', 'ss_982065', 'ss_982357']
short, shorter, good, better, ['ss_231963', 'ss_231761', 'stronger', 'ss_1395330', 'ss_2322885']
short, shorter, great, greater, ['ss_9762821', 'greater', 'ss_1395330', 'the_great', 'seneca']
short, shorter, hard, harder, ['harder', 'ss_2286507', 'ss_2286294', 'ss_836277', 'ss_710260']
short, shorter, heavy, heavier, ['ss_1191227', 'ss_1193373', 'fewer', 'more_powerful', 'stronger']
short, shorter, high, higher, ['higher', 'lower', 'ss_1215935', 'ss_1215797', 'ss_1215663']
short, shorter, hot, hotter, ['ss_1256735', 'ss_1256973', 'ss_1256865', 'ss_1257330', 'ss_1256332']
short, shorter, large, larger, ['larger', 'smaller', 'more_powerful', 'ss_1393483', 'ss_1394558']
short, shorter, long, longer, ['ss_1433493', 'faster', 'ss_1213090', 'ss_1213000', 'ss_1212867']
short, shorter, loud, louder, ['more_powerful', 'stronger', 'faster', 'ss_1452593', 'slower']
short, shorter, low, lower, ['ss_1215797', 'ss_1215935', 'ss_1216317', 'ss_1216145', 'ss_1215663']
short, shorter, new, newer, ['ss_2584699', 'ss_2584817', 'larger', 'pos_RBR', 'than_one']
short, shorter, old, older, ['ss_1068726', 'ss_1640356', 'ss_1638962', 'ss_1639230', 'ss_1640618']
short, shorter, quick, quicker, ['cheaper', 'slower', 'ss_983722', 'faster', 'stronger']
short, shorter, safe, safer, ['safer', 'ss_2061307', 'ss_2058529', 'ss_2058656', 'ss_2058148']
short, shorter, sharp, sharper, ['ss_1809655', 'stronger', 'ss_803751', 'ss_803432', 'ss_803846']
simple, simpler, slow, slower, ['ss_983722', 'slower', 'ss_983304', 'ss_983401', 'ss_983196']
simple, simpler, small, smaller, ['smaller', 'larger', 'smaller_and', 'ss_1393311', 'ss_1394180']
simple, simpler, smart, smarter, ['ss_439252', 'ss_439431', 'ss_438909', 'cards_are', 'punch']
simple, simpler, strong, stronger, ['stronger', 'ss_1824653', 'ss_1824563', 'ss_1824244', 'a_strong']
simple, simpler, tall, taller, ['ss_2385851', 'ss_2385492', 'ss_2386125', 'ss_2385726', 'ss_2386002']
simple, simpler, tight, tighter, ['ss_1399235', 'ss_1399096', 'ss_1398199', 'ss_1398865', 'ss_1398772']
simple, simpler, tough, tougher, ['ss_829496', 'ss_2445636', 'ss_2446239', 'ss_2446070', 'ss_2446380']
simple, simpler, warm, warmer, ['ss_2531919', 'ss_2532114', 'warmer', 'colder', 'ss_2531422']
simple, simpler, weak, weaker, ['ss_2448166', 'ss_2325097', 'ss_2324781', 'ss_2324944', 'ss_2325642']
simple, simpler, wide, wider, ['wider', 'ss_2561391', 'ss_2561302', 'ss_2561014', 'ss_2561123']
simple, simpler, young, younger, ['ss_1647675', 'ss_1647983', 'ss_1649720', 'ss_1649031', 'ss_1647601']
simple, simpler, bad, worse, ['ss_1150475', 'ss_1743217', 'stronger', 'taste', 'deeper']
simple, simpler, big, bigger, ['bigger', 'darker', 'shorter', 'the_big', 'ss_2532398']
simple, simpler, bright, brighter, ['ss_284930', 'darker', 'shorter', 'brighter', 'colors_and']
simple, simpler, cheap, cheaper, ['cheaper', 'ss_934199', 'ss_935359', 'ss_934554', 'ss_934874']
simple, simpler, cold, colder, ['ss_1252151', 'ss_1252399', 'ss_1253469', 'ss_1251958', 'ss_1251830']
simple, simpler, cool, cooler, ['ss_2531422', 'ss_2531775', 'cooler', 'colder', 'ss_2531919']
simple, simpler, deep, deeper, ['deeper', 'ss_690058', 'ss_994882', 'ss_690683', 'ss_691497']
simple, simpler, easy, easier, ['ss_2407603', 'easier', 'ss_822115', 'ss_479330', 'more_difficult']
simple, simpler, fast, faster, ['ss_982518', 'ss_982275', 'ss_981818', 'ss_982430', 'ss_982065']
simple, simpler, good, better, ['ss_231761', 'ss_231963', 'ss_177186', 'ss_1743217', 'ss_1150475']
simple, simpler, great, greater, ['ss_9762821', 'ss_10145081', 'lent', 'bitter', 'the_great']
simple, simpler, hard, harder, ['ss_2286507', 'ss_2286294', 'harder', 'ss_836277', 'ss_710260']
simple, simpler, heavy, heavier, ['ss_1193373', 'ss_1191227', 'ss_1191618', 'ss_1191780', 'ss_1188762']
simple, simpler, high, higher, ['higher', 'ss_1215028', 'ss_1214842', 'ss_1215136', 'ss_1213197']
simple, simpler, hot, hotter, ['ss_1725712', 'ss_1256865', 'ss_1256973', 'ss_1256735', 'ss_1257501']
simple, simpler, large, larger, ['larger', 'wider', 'a_much', 'smaller', 'ss_1382086']
simple, simpler, long, longer, ['shorter', 'periods_of', 'ss_166318', 'ss_1444022', 'periods']
simple, simpler, loud, louder, ['ss_1452593', 'ss_1453381', 'ss_1453896', 'ss_1459058', 'ss_1453809']
simple, simpler, low, lower, ['ss_1216317', 'ss_1215663', 'ss_1216145', 'ss_1215935', 'ss_1215797']
simple, simpler, new, newer, ['the_new', 'york_city', 'ss_2584817', 'ss_8153437', 'ss_2584699']
simple, simpler, old, older, ['ss_1640356', 'ss_1640618', 'ss_1638962', 'ss_1639230', 'ss_1640482']
simple, simpler, quick, quicker, ['costly', 'more_detailed', 'more_serious', 'demanding', 'ss_647542']
simple, simpler, safe, safer, ['ss_2061307', 'safer', 'ss_2057829', 'ss_2058148', 'ss_2058656']
simple, simpler, sharp, sharper, ['ss_803275', 'ss_803751', 'ss_803432', 'ss_803846', 'ss_803038']
simple, simpler, short, shorter, ['ss_1444230', 'shorter', 'ss_1444620', 'ss_1978003', 'ss_2006031']
slow, slower, small, smaller, ['larger', 'smaller', 'ss_1393311', 'ss_1393141', 'ss_1393483']
slow, slower, smart, smarter, ['ss_439252', 'ss_439431', 'ss_438909', 'ss_639998', 'cards_are']
slow, slower, strong, stronger, ['stronger', 'ss_1824563', 'ss_1824653', 'ss_1824244', 'weaker']
slow, slower, tall, taller, ['ss_2386545', 'ss_2385492', 'ss_2386125', 'ss_2386002', 'ss_2386418']
slow, slower, tight, tighter, ['ss_2087956', 'ss_1399096', 'ss_1399235', 'ss_1398648', 'ss_1398865']
slow, slower, tough, tougher, ['ss_829496', 'ss_2445636', 'ss_2446070', 'ss_2446380', 'ss_2446551']
slow, slower, warm, warmer, ['ss_2532114', 'ss_2531919', 'warmer', 'ss_2529264', 'ss_1247240']
slow, slower, weak, weaker, ['weaker', 'ss_2324944', 'ss_2324781', 'ss_2325097', 'ss_2325642']
slow, slower, wide, wider, ['ss_2563194', 'ss_2563068', 'ss_2561014', 'ss_2560548', 'ss_2561391']
slow, slower, young, younger, ['ss_1647675', 'ss_1647601', 'ss_1648491', 'ss_1648698', 'ss_1648617']
slow, slower, bad, worse, ['stronger', 'weaker', 'ss_2322157', 'ss_2322391', 'ss_2322248']
slow, slower, big, bigger, ['bigger', 'larger', 'smaller', 'boy', 'ten']
slow, slower, bright, brighter, ['ss_284930', 'brighter', 'shorter', 'stronger', 'weaker']
slow, slower, cheap, cheaper, ['ss_934199', 'ss_935359', 'ss_934738', 'ss_934554', 'ss_934874']
slow, slower, cold, colder, ['ss_2531919', 'ss_2532114', 'ss_1251958', 'ss_1252151', 'ss_1253469']
slow, slower, cool, cooler, ['ss_2531775', 'ss_2531422', 'cooler', 'ss_2531919', 'ss_2532114']
slow, slower, deep, deeper, ['ss_690683', 'ss_690058', 'ss_691497', 'ss_690892', 'ss_691022']
slow, slower, easy, easier, ['ss_822115', 'ss_479330', 'ss_2407603', 'cheaper', 'easier']
slow, slower, fast, faster, ['ss_982275', 'ss_982170', 'ss_982430', 'ss_982065', 'ss_982357']
slow, slower, good, better, ['ss_230335', 'ss_1554510', 'ss_1555416', 'ss_2584981', 'ss_231761']
slow, slower, great, greater, ['ss_9762821', 'the_great', 'barrier', 'ss_1554510', 'ss_1555416']
slow, slower, hard, harder, ['ss_2286507', 'ss_2286294', 'ss_1156750', 'ss_1157762', 'ss_1156505']
slow, slower, heavy, heavier, ['ss_1191227', 'ss_1193373', 'ss_1191780', 'ss_1191618', 'ss_1189386']
slow, slower, high, higher, ['ss_1214842', 'ss_1215028', 'ss_1215136', 'ss_1214606', 'ss_1215263']
slow, slower, hot, hotter, ['ss_1256735', 'ss_1257330', 'ss_1725712', 'ss_1257501', 'ss_1256865']
slow, slower, large, larger, ['larger', 'ss_1382086', 'ss_1393483', 'ss_1393681', 'smaller']
slow, slower, long, longer, ['shorter', 'spent', 'ss_1433493', 'ss_1437963', 'ss_226458']
slow, slower, loud, louder, ['ss_1459058', 'ss_1458736', 'water_as', 'ss_1458941', 'ss_1452593']
slow, slower, low, lower, ['higher', 'ss_1215797', 'ss_1215935', 'ss_1215663', 'ss_1216145']
slow, slower, new, newer, ['ss_2584699', 'ss_1640850', 'ss_2584817', 'the_new', 'ss_668571']
slow, slower, old, older, ['ss_1640356', 'ss_1638962', 'ss_1068726', 'ss_1640618', 'ss_1640482']
slow, slower, quick, quicker, ['cheaper', 'stronger', 'ss_724596', 'ss_724720', 'ss_724397']
slow, slower, safe, safer, ['ss_2061307', 'safer', 'ss_2057829', 'ss_2058529', 'ss_2058148']
slow, slower, sharp, sharper, ['ss_1480684', 'ss_1480186', 'ss_1481014', 'ss_1480916', 'ss_1480492']
slow, slower, short, shorter, ['shorter', 'ss_1444620', 'ss_1444230', 'ss_1978003', 'ss_2006031']
slow, slower, simple, simpler, ['ss_2169359', 'ss_2170052', 'ss_2170821', 'ss_2169267', 'ss_2170673']
small, smaller, smart, smarter, ['ss_439252', 'ss_438909', 'ss_439431', 'punch', 'cards_are']
small, smaller, strong, stronger, ['stronger', 'ss_1824653', 'ss_1824563', 'ss_1824244', 'ss_2321009']
small, smaller, tall, taller, ['ss_2385851', 'ss_2385492', 'ss_2386125', 'ss_2386002', 'ss_2385726']
small, smaller, tight, tighter, ['ss_1399235', 'ss_1399096', 'ss_2087956', 'ss_1398865', 'ss_1398648']
small, smaller, tough, tougher, ['ss_829496', 'ss_2445636', 'ss_2446551', 'ss_2446380', 'ss_2446070']
small, smaller, warm, warmer, ['ss_2531919', 'ss_2532114', 'ss_2531422', 'warmer', 'ss_2531775']
small, smaller, weak, weaker, ['ss_2324944', 'ss_2324781', 'ss_2325642', 'ss_2325097', 'ss_2326621']
small, smaller, wide, wider, ['ss_2560548', 'ss_2561302', 'ss_2561391', 'ss_2561014', 'ss_2561123']
small, smaller, young, younger, ['ss_1648491', 'ss_1648617', 'ss_1647675', 'ss_1649469', 'ss_1649561']
small, smaller, bad, worse, ['ss_1150475', 'ss_1743217', 'stronger', 'ss_2322391', 'ss_2322885']
small, smaller, big, bigger, ['the_big', 'larger', 'bigger', 'grand', 'like_the']
small, smaller, bright, brighter, ['ss_284930', 'stronger', 'shorter', 'than_the', 'and_more']
small, smaller, cheap, cheaper, ['ss_934554', 'ss_935359', 'ss_935259', 'ss_934738', 'ss_934966']
small, smaller, cold, colder, ['ss_1251958', 'ss_1252151', 'ss_1253254', 'ss_1254026', 'ss_1252399']
small, smaller, cool, cooler, ['ss_2531422', 'ss_2531775', 'cooler', 'ss_2531919', 'ss_2532114']
small, smaller, deep, deeper, ['ss_691497', 'ss_690892', 'ss_690058', 'ss_690683', 'ss_994882']
small, smaller, easy, easier, ['ss_2407603', 'ss_822115', 'ss_479330', 'easier', 'cheaper']
small, smaller, fast, faster, ['ss_982170', 'ss_982518', 'ss_982065', 'ss_982275', 'ss_982430']
small, smaller, good, better, ['ss_231963', 'ss_231761', 'ss_2584981', 'better', 'ss_2513269']
small, smaller, great, greater, ['ss_9762821', 'the_great', 'ss_10145081', 'ss_2321009', 'britain']
small, smaller, hard, harder, ['ss_2286507', 'ss_2286294', 'ss_836277', 'ss_1155354', 'ss_710260']
small, smaller, heavy, heavier, ['ss_1193373', 'ss_1191227', 'fewer', 'ss_1256332', 'ss_2270342']
small, smaller, high, higher, ['higher', 'ss_1213197', 'ss_1214842', 'ss_1215028', 'ss_1213961']
small, smaller, hot, hotter, ['ss_1257330', 'ss_1256973', 'ss_1256865', 'ss_1256735', 'ss_1257501']
small, smaller, large, larger, ['larger', 'ss_1382086', 'ss_1384081', 'ss_1384212', 'ss_1388809']
small, smaller, long, longer, ['shorter', 'ss_166318', 'distances', 'periods', 'ss_1444022']
small, smaller, loud, louder, ['ss_1452593', 'ss_1453381', 'ss_1453896', 'ss_1454244', 'ss_1453625']
small, smaller, low, lower, ['higher', 'ss_1215935', 'ss_1215797', 'ss_1215663', 'ss_1216145']
small, smaller, new, newer, ['the_new', 'ss_2584817', 'ss_2584699', 'ss_8153437', 'ss_8159924']
small, smaller, old, older, ['ss_1638962', 'ss_1640618', 'ss_1640124', 'ss_1640356', 'ss_1639230']
small, smaller, quick, quicker, ['costly', 'ss_1066787', 'ss_1067003', 'ss_1066542', 'demanding']
small, smaller, safe, safer, ['ss_2061307', 'safer', 'ss_2057829', 'ss_2058529', 'ss_2058656']
small, smaller, sharp, sharper, ['ss_803751', 'ss_803846', 'ss_803275', 'ss_803038', 'ss_803432']
small, smaller, short, shorter, ['ss_1444230', 'shorter', 'stories', 'ss_1978003', 'ss_2006031']
small, smaller, simple, simpler, ['ss_2169359', 'ss_2174896', 'ss_2168549', 'ss_2166346', 'ss_2169267']
small, smaller, slow, slower, ['ss_983722', 'ss_983401', 'ss_982881', 'ss_983196', 'ss_983304']
smart, smarter, strong, stronger, ['grazers', 'moist_and', 'chansons', 'experimental_data', 'hagiography']
smart, smarter, tall, taller, ['raved', 'wrists', 'essays_and', 'ss_2591239', 'ss_2591088']
smart, smarter, tight, tighter, ['astrophysicists', 'off-center', 'scoring_one', 're-assembled', 'foreheads']
smart, smarter, tough, tougher, ['ss_1049470', 'crooning', 'ss_2180362', 'talkative', 'computationally_intensive']
smart, smarter, warm, warmer, ['moist_air', 'amused', 'malpan', 'dry_conditions', 'temperate_climates']
smart, smarter, weak, weaker, ['hypercharge', 'gravitational_lensing', 'ss_2448166', 'ss_1827535', 'ss_2325304']
smart, smarter, wide, wider, ['raved', 'getting_rid', 'getting_rid_of', 'scorn', 'sixty_percent']
smart, smarter, young, younger, ['massaging', 'baptizing', 'ss_64487', 'censured', 'knew_him']
smart, smarter, bad, worse, ['amused', 'ss_1049470', 'malpan', 'strumming', 'luck_in']
smart, smarter, big, bigger, ['ss_64487', 'massaging', 'talking_to', 'sisters_of', 'nieces']
smart, smarter, bright, brighter, ['computationally_intensive', 'nobles_and', 'feudal_lords', 'ss_2180362', 'suggestible']
smart, smarter, cheap, cheaper, ['scorn', 'amused', 'antiretroviral_drugs', 'ss_1049470', 'cheap_to']
smart, smarter, cold, colder, ['snowy_winters', 'impregnating', 'computationally_intensive', 'reorganising', 'amused']
smart, smarter, cool, cooler, ['amused', 'ss_859758', 'ss_1049470', 'ss_2180362', 'ss_859325']
smart, smarter, deep, deeper, ['scorn', 'clasped', 'plowed', 'dad', 'about_it']
smart, smarter, easy, easier, ['amused', 'untie', 'ss_859758', 'ss_859325', 'ss_1353153']
smart, smarter, fast, faster, ['ss_2180362', 'amused', 'ss_1049470', 'ss_2357479', 'ss_1353153']
smart, smarter, good, better, ['ss_1890382', 'ss_1891773', 'ss_1892433', 'ss_1892327', 'ss_1890988']
smart, smarter, great, greater, ['chansons', 'chagrin', 'impregnating', 'mp-', 'amused']
smart, smarter, hard, harder, ['amused', 'disk_space', 'talking_to', 'ss_859325', 'ss_1049470']
smart, smarter, heavy, heavier, ['passing_over', 'iniquity', 'empirical_research', 'amused', 'strumming']
smart, smarter, high, higher, ['amused', 'foreheads', 'ss_9908986', 'birthrates', 'daytime_temperatures']
smart, smarter, hot, hotter, ['malpan', 'reorganising', 'ss_1049470', 'amused', 'blue_and_white']
smart, smarter, large, larger, ['assimilating', 'squandered', 'adhering_to_the', 'massing', 'manors']
smart, smarter, long, longer, ['ss_1867504', 'spare_time', 'empirical_research', 'strumming', 'censured']
smart, smarter, loud, louder, ['ss_1453809', 'ss_1453896', 'ss_1453381', 'ss_1453984', 'ss_1453719']
smart, smarter, low, lower, ['amused', 'socioeconomic_status', 'cooler_than', 'foreheads', 'fat_content']
smart, smarter, new, newer, ['written_and_composed', 'chansons', 'troyan', 'girlfriends', 'ecclesiastical_history']
smart, smarter, old, older, ['filipino_and', 'riverbed', 'oratorios', 'girlfriends', 'bards']
smart, smarter, quick, quicker, ['scorn', 'battery_life', 'ss_1994180', 'amused', 'respectful']
smart, smarter, safe, safer, ['amused', 'scorn', 'doing_it', 'ss_859758', 'respectful']
smart, smarter, sharp, sharper, ['detaching', 'anger_and', 'uncovering', 'ss_12029326', 'grace_in']
smart, smarter, short, shorter, ['downplaying', 'quips', 'enthused', 'story_collection', 'screenplays']
smart, smarter, simple, simpler, ['malpan', 'hagiography', 'extrapolation', 'ss_10193419', 'grazers']
smart, smarter, slow, slower, ['amused', 'cheap_to', 'unwell', 'saddened', 'reorganizing']
smart, smarter, small, smaller, ['combos', 'businesses_that', 'adhering_to_the', 'vocational_schools', 'citrus_fruits']
strong, stronger, tall, taller, ['ss_2385492', 'ss_2386125', 'ss_2385851', 'ss_2386002', 'ss_2385726']
strong, stronger, tight, tighter, ['ss_1399235', 'ss_2087956', 'ss_1399096', 'ss_1398865', 'ss_1398528']
strong, stronger, tough, tougher, ['ss_829496', 'ss_2445978', 'ss_2446551', 'ss_2446239', 'ss_2446070']
strong, stronger, warm, warmer, ['ss_2531919', 'ss_2532114', 'ss_2531422', 'warmer', 'ss_2531775']
strong, stronger, weak, weaker, ['ss_2448166', 'ss_2325097', 'weaker', 'ss_2325816', 'ss_2325304']
strong, stronger, wide, wider, ['wider', 'range_of', 'ss_2561391', 'ss_2561302', 'ss_2561490']
strong, stronger, young, younger, ['ss_1649720', 'ss_1649031', 'ss_1649651', 'ss_1649561', 'ss_1649184']
strong, stronger, bad, worse, ['ss_1150475', 'ss_1743217', 'faster', 'ss_2321702', 'ss_2322885']
strong, stronger, big, bigger, ['the_big', 'bigger', 'smaller', 'larger', 'tale_of']
strong, stronger, bright, brighter, ['ss_284930', 'brighter', 'ss_730470', 'shorter', 'darker']
strong, stronger, cheap, cheaper, ['ss_934738', 'ss_935359', 'ss_934874', 'ss_934966', 'cheaper']
strong, stronger, cold, colder, ['ss_1252151', 'ss_1254165', 'ss_1251830', 'ss_1253469', 'ss_1252714']
strong, stronger, cool, cooler, ['ss_2531775', 'ss_2531422', 'cooler', 'ss_856860', 'faster']
strong, stronger, deep, deeper, ['deeper', 'ss_994882', 'ss_691497', 'ss_690683', 'ss_691022']
strong, stronger, easy, easier, ['easier', 'ss_2407603', 'ss_822115', 'ss_479330', 'more_difficult']
strong, stronger, fast, faster, ['ss_982518', 'ss_982430', 'ss_982275', 'ss_982170', 'ss_982357']
strong, stronger, good, better, ['ss_231761', 'ss_231963', 'better', 'ss_230335', 'ss_2540578']
strong, stronger, great, greater, ['the_great', 'ss_9762821', 'ss_10145081', 'barrier', 'faster']
strong, stronger, hard, harder, ['ss_2286294', 'ss_2286507', 'harder', 'ss_836277', 'ss_710260']
strong, stronger, heavy, heavier, ['ss_1191227', 'ss_1193373', 'heavier', 'ss_1191780', 'ss_1191618']
strong, stronger, high, higher, ['higher', 'faster', 'lower', 'ss_1215136', 'ss_1213197']
strong, stronger, hot, hotter, ['ss_1256735', 'ss_1257330', 'ss_1256973', 'ss_1257501', 'ss_1256865']
strong, stronger, large, larger, ['larger', 'smaller', 'ss_1389451', 'ss_1387902', 'ss_1385663']
strong, stronger, long, longer, ['shorter', 'ss_1437963', 'ss_1433493', 'faster', 'periods']
strong, stronger, loud, louder, ['ss_1452593', 'louder', 'faster', 'smoother', 'ss_1919931']
strong, stronger, low, lower, ['higher', 'ss_2340213', 'ss_1216145', 'ss_1215797', 'ss_1215935']
strong, stronger, new, newer, ['the_new', 'ss_2584699', 'ss_2584817', 'ss_2270342', 'ss_1640850']
strong, stronger, old, older, ['ss_1640356', 'ss_1640482', 'ss_1640618', 'ss_1639973', 'ss_1639720']
strong, stronger, quick, quicker, ['costly', 'faster', 'more_efficient', 'ss_86528', 'cheaper']
strong, stronger, safe, safer, ['ss_2061307', 'safer', 'ss_2058656', 'ss_2058148', 'ss_2058529']
strong, stronger, sharp, sharper, ['shorter', 'ss_1577973', 'ss_803432', 'ss_803275', 'bigger']
strong, stronger, short, shorter, ['ss_1444230', 'shorter', 'ss_1444620', 'ss_1978003', 'ss_2006031']
strong, stronger, simple, simpler, ['ss_2174896', 'simpler', 'ss_2167513', 'ss_2169844', 'ss_2167740']
strong, stronger, slow, slower, ['ss_983722', 'slower', 'ss_86528', 'faster', 'ss_983196']
strong, stronger, small, smaller, ['smaller', 'larger', 'ss_1391351', 'ss_1393311', 'ss_1395095']
strong, stronger, smart, smarter, ['ss_439252', 'ss_438909', 'ss_439431', 'punch', 'cards_are']
tall, taller, tight, tighter, ['ss_2087956', 'ss_1398941', 'ss_1398772', 'ss_1399235', 'ss_1398865']
tall, taller, tough, tougher, ['ss_829496', 'ss_2446239', 'ss_2445636', 'ss_2446551', 'ss_2446070']
tall, taller, warm, warmer, ['ss_2531919', 'ss_2532114', 'warmer', 'colder', 'moist']
tall, taller, weak, weaker, ['weaker', 'stronger', 'ss_2324781', 'ss_2325642', 'ss_2324944']
tall, taller, wide, wider, ['wider', 'ss_2561123', 'ss_2561302', 'ss_2560548', 'ss_2561014']
tall, taller, young, younger, ['ss_1646941', 'ss_1647675', 'ss_1648491', 'ss_1647601', 'ss_1648698']
tall, taller, bad, worse, ['political_influence', 'stronger', 'ss_232068', 'ss_4648207', 'ss_2322885']
tall, taller, big, bigger, ['boy', 'burgh', 'bigger', 'larger', 'ss_10276764']
tall, taller, bright, brighter, ['ss_284930', 'ss_853776', 'light_from', 'light_or', 'than_the']
tall, taller, cheap, cheaper, ['cheaper', 'ss_934554', 'ss_934199', 'ss_935359', 'ss_934966']
tall, taller, cold, colder, ['colder', 'ss_1252399', 'ss_1251128', 'ss_1253879', 'ss_1253469']
tall, taller, cool, cooler, ['ss_2531775', 'ss_2531422', 'colder', 'cooler', 'denser']
tall, taller, deep, deeper, ['deeper', 'ss_690058', 'ss_690683', 'ss_691497', 'ss_690892']
tall, taller, easy, easier, ['ss_2407603', 'ss_822115', 'easier', 'ss_479330', 'cheaper']
tall, taller, fast, faster, ['ss_983573', 'ss_982275', 'ss_982065', 'ss_982357', 'ss_982170']
tall, taller, good, better, ['ss_231963', 'ss_231761', 'ss_1395330', 'ss_230335', 'political_influence']
tall, taller, great, greater, ['seneca', 'britain', 'ss_9762821', 'karoo', 'wenlock']
tall, taller, hard, harder, ['harder', 'disk_space', 'softer', 'ss_232068', 'ss_2286507']
tall, taller, heavy, heavier, ['ss_1191227', 'ss_1193373', 'ss_1189853', 'ss_1189109', 'ss_1189386']
tall, taller, high, higher, ['higher', 'ss_1214842', 'ss_1214606', 'ss_1215028', 'ss_1213786']
tall, taller, hot, hotter, ['denser', 'ss_1257330', 'ss_1256973', 'ss_1256865', 'ss_1257501']
tall, taller, large, larger, ['larger', 'ss_1382086', 'ss_1383756', 'ss_1387149', 'ss_1385046']
tall, taller, long, longer, ['creative_control', 'upper_egypt', 'borides', 'telomeres', 'ss_1553925']
tall, taller, loud, louder, ['ss_1452593', 'ss_1458736', 'political_influence', 'ss_1458941', 'water_as']
tall, taller, low, lower, ['ss_1216317', 'ss_1215797', 'ss_1215663', 'ss_1215935', 'ss_1216145']
tall, taller, new, newer, ['ss_1640850', 'the_new', 'agers', 'disco', 'ss_8153437']
tall, taller, old, older, ['english_word', 'ss_1640356', 'ss_1640482', 'ss_1638962', 'ss_1639230']
tall, taller, quick, quicker, ['quicker', 'ss_230940', 'ss_231103', 'ss_230843', 'more_serious']
tall, taller, safe, safer, ['ss_2061307', 'safer', 'ss_2058529', 'ss_2057829', 'ss_2058148']
tall, taller, sharp, sharper, ['ss_1577973', 'moderate', 'greater', 'rise_in_the', 'ss_1532149']
tall, taller, short, shorter, ['shorter', 'ss_1444620', 'much', 'ss_1554412', 'ss_1553925']
tall, taller, simple, simpler, ['more_complex', 'simpler', 'larger', 'stronger', 'ss_2168248']
tall, taller, slow, slower, ['ss_983722', 'slower', 'faster', 'quicker', 'ss_86528']
tall, taller, small, smaller, ['larger', 'smaller', 'ss_1394400', 'ss_1394558', 'ss_1393483']
tall, taller, smart, smarter, ['ss_439252', 'ss_438909', 'ss_439431', 'maple', 'cards_are']
tall, taller, strong, stronger, ['stronger', 'ss_1824244', 'political_influence', 'ss_1824563', 'ss_1824653']
tight, tighter, tough, tougher, ['ss_2445636', 'racist', 'ss_2446239', 'ss_2446070', 'ss_2446551']
tight, tighter, warm, warmer, ['ss_2531919', 'ss_2532114', 'warmer', 'ss_1073822', 'salty']
tight, tighter, weak, weaker, ['ss_2325984', 'ss_2325816', 'ss_2326621', 'ss_2326342', 'ss_2325642']
tight, tighter, wide, wider, ['ss_2561490', 'ss_2561560', 'ss_2561752', 'ss_2561014', 'ss_2561391']
tight, tighter, young, younger, ['ss_1649720', 'ss_1649184', 'ss_1648698', 'ss_1649271', 'ss_1646941']
tight, tighter, bad, worse, ['ss_1743217', 'ss_1150475', 'ss_1801600', 'luck', 'favorable']
tight, tighter, big, bigger, ['dipper', 'chromatic', 'modal', 'diatonic', 'tramp']
