athens, greece, baghdad, iraq, ['iraq']
young, younger, wide, wider, ['varied']
bad, worst, big, biggest, ['biggest']
bad, worst, bright, brightest, ['stars']
bad, worst, cold, coldest, ['geological']
bad, worst, cool, coolest, ['nominees']
bad, worst, dark, darkest, ['star']
bad, worst, easy, easiest, ['accurate']
bad, worst, fast, fastest, ['fastest']
bad, worst, good, best, ['greatest']
bad, worst, great, greatest, ['greatest']
bad, worst, high, highest, ['highest']
bad, worst, hot, hottest, ['ocean']
bad, worst, large, largest, ['largest']
bad, worst, long, longest, ['longest']
bad, worst, low, lowest, ['lowest']
bad, worst, lucky, luckiest, ['glick']
bad, worst, old, oldest, ['surviving']
bad, worst, quick, quickest, ['accurate']
bad, worst, sharp, sharpest, ['focal']
bad, worst, simple, simplest, ['sequence']
bad, worst, short, shortest, ['duration']
bad, worst, slow, slowest, ['delay']
bad, worst, small, smallest, ['number']
bad, worst, smart, smartest, ['shuttle']
bad, worst, strange, strangest, ['hardest']
bad, worst, strong, strongest, ['strongest']
bad, worst, sweet, sweetest, ['beauties']
bad, worst, tall, tallest, ['shelf']
bad, worst, warm, warmest, ['continental']
bad, worst, weak, weakest, ['coulomb']
bad, worst, wide, widest, ['range']
bad, worst, young, youngest, ['actors']
big, biggest, bright, brightest, ['reception']
big, biggest, cold, coldest, ['winter']
big, biggest, cool, coolest, ['summers']
big, biggest, dark, darkest, ['depiction']
big, biggest, easy, easiest, ['easier']
big, biggest, fast, fastest, ['fastest']
big, biggest, good, best, ['greatest']
big, biggest, great, greatest, ['greatest']
big, biggest, high, highest, ['higher']
big, biggest, hot, hottest, ['humid']
big, biggest, large, largest, ['largest']
big, biggest, long, longest, ['lasting']
big, biggest, low, lowest, ['increasing']
big, biggest, lucky, luckiest, ['marginally']
big, biggest, old, oldest, ['oldest']
big, biggest, quick, quickest, ['tentative']
big, biggest, sharp, sharpest, ['strengths']
big, biggest, simple, simplest, ['fairly']
big, biggest, short, shortest, ['feature']
big, biggest, slow, slowest, ['fastest']
big, biggest, small, smallest, ['largest']
big, biggest, smart, smartest, ['curiosity']
big, biggest, strange, strangest, ['mysterious']
big, biggest, strong, strongest, ['maintaining']
big, biggest, sweet, sweetest, ['luxurious']
big, biggest, tall, tallest, ['cm']
big, biggest, warm, warmest, ['tropics']
big, biggest, weak, weakest, ['crucial']
big, biggest, wide, widest, ['varied']
big, biggest, young, youngest, ['elderly']
big, biggest, bad, worst, ['immensely']
bright, brightest, cold, coldest, ['carnival']
bright, brightest, cool, coolest, ['cooler']
bright, brightest, dark, darkest, ['star']
bright, brightest, easy, easiest, ['domain']
bright, brightest, fast, fastest, ['fastest']
bright, brightest, good, best, ['highest']
bright, brightest, great, greatest, ['highest']
bright, brightest, high, highest, ['highest']
bright, brightest, hot, hottest, ['carnival']
bright, brightest, large, largest, ['largest']
bright, brightest, long, longest, ['fifth']
bright, brightest, low, lowest, ['highest']
bright, brightest, lucky, luckiest, ['tes']
bright, brightest, old, oldest, ['oldest']
bright, brightest, quick, quickest, ['renal']
bright, brightest, sharp, sharpest, ['renal']
bright, brightest, simple, simplest, ['intermediate']
bright, brightest, short, shortest, ['fifth']
bright, brightest, slow, slowest, ['fastest']
bright, brightest, small, smallest, ['largest']
bright, brightest, smart, smartest, ['constructors']
bright, brightest, strange, strangest, ['gideon']
bright, brightest, strong, strongest, ['highest']
bright, brightest, sweet, sweetest, ['blazing']
bright, brightest, tall, tallest, ['rated']
bright, brightest, warm, warmest, ['sacs']
bright, brightest, weak, weakest, ['electroweak']
bright, brightest, wide, widest, ['level']
bright, brightest, young, youngest, ['youngest']
bright, brightest, bad, worst, ['renal']
bright, brightest, big, biggest, ['biggest']
cold, coldest, cool, coolest, ['tes']
cold, coldest, dark, darkest, ['hottest']
cold, coldest, easy, easiest, ['pleasuredome']
cold, coldest, fast, fastest, ['curried']
cold, coldest, good, best, ['domain']
cold, coldest, great, greatest, ['honor']
cold, coldest, high, highest, ['highest']
cold, coldest, hot, hottest, ['tes']
cold, coldest, large, largest, ['smallest']
cold, coldest, long, longest, ['fifth']
cold, coldest, low, lowest, ['octave']
cold, coldest, lucky, luckiest, ['anac']
cold, coldest, old, oldest, ['median']
cold, coldest, quick, quickest, ['borg']
cold, coldest, sharp, sharpest, ['cardinality']
cold, coldest, simple, simplest, ['intervals']
cold, coldest, short, shortest, ['fifth']
cold, coldest, slow, slowest, ['tempo']
cold, coldest, small, smallest, ['smallest']
cold, coldest, smart, smartest, ['anac']
cold, coldest, strange, strangest, ['hundredth']
cold, coldest, strong, strongest, ['constituency']
cold, coldest, sweet, sweetest, ['anac']
cold, coldest, tall, tallest, ['anac']
cold, coldest, warm, warmest, ['hottest']
cold, coldest, weak, weakest, ['constituency']
cold, coldest, wide, widest, ['constituency']
cold, coldest, young, youngest, ['anac']
cold, coldest, bad, worst, ['guys']
cold, coldest, big, biggest, ['chack']
cold, coldest, bright, brightest, ['hottest']
cool, coolest, dark, darkest, ['convoked']
cool, coolest, easy, easiest, ['hers']
cool, coolest, fast, fastest, ['calculating']
cool, coolest, good, best, ['truth']
cool, coolest, great, greatest, ['kazimierz']
cool, coolest, high, highest, ['rank']
cool, coolest, hot, hottest, ['subpixels']
cool, coolest, large, largest, ['smallest']
cool, coolest, long, longest, ['eleven']
cool, coolest, low, lowest, ['rank']
cool, coolest, lucky, luckiest, ['aktion']
cool, coolest, old, oldest, ['etonians']
cool, coolest, quick, quickest, ['emulating']
cool, coolest, sharp, sharpest, ['scipione']
cool, coolest, simple, simplest, ['instructions']
cool, coolest, short, shortest, ['installment']
cool, coolest, slow, slowest, ['halting']
cool, coolest, small, smallest, ['smallest']
cool, coolest, smart, smartest, ['employee']
cool, coolest, strange, strangest, ['helaman']
cool, coolest, strong, strongest, ['sla']
cool, coolest, sweet, sweetest, ['hrh']
cool, coolest, tall, tallest, ['cedars']
cool, coolest, warm, warmest, ['keypress']
cool, coolest, weak, weakest, ['dicotyledons']
cool, coolest, wide, widest, ['ecumenical']
cool, coolest, young, youngest, ['sorrows']
cool, coolest, bad, worst, ['fic']
cool, coolest, big, biggest, ['homily']
cool, coolest, bright, brightest, ['designating']
cool, coolest, cold, coldest, ['remodeling']
dark, darkest, easy, easiest, ['reload']
dark, darkest, fast, fastest, ['reload']
dark, darkest, good, best, ['bloodline']
dark, darkest, great, greatest, ['hilaire']
dark, darkest, high, highest, ['lip']
dark, darkest, hot, hottest, ['hitpa']
dark, darkest, large, largest, ['businesses']
dark, darkest, long, longest, ['kilowatt']
dark, darkest, low, lowest, ['ubs']
dark, darkest, lucky, luckiest, ['gervais']
dark, darkest, old, oldest, ['overhauling']
dark, darkest, quick, quickest, ['addressee']
dark, darkest, sharp, sharpest, ['wager']
dark, darkest, simple, simplest, ['reload']
dark, darkest, short, shortest, ['kilowatt']
dark, darkest, slow, slowest, ['reload']
dark, darkest, small, smallest, ['concession']
dark, darkest, smart, smartest, ['reload']
dark, darkest, strange, strangest, ['pierluigi']
dark, darkest, strong, strongest, ['leisure']
dark, darkest, sweet, sweetest, ['marge']
dark, darkest, tall, tallest, ['guillermo']
dark, darkest, warm, warmest, ['mota']
dark, darkest, weak, weakest, ['damping']
dark, darkest, wide, widest, ['busway']
dark, darkest, young, youngest, ['hiring']
dark, darkest, bad, worst, ['bloodline']
dark, darkest, big, biggest, ['roi']
dark, darkest, bright, brightest, ['windshield']
dark, darkest, cold, coldest, ['recessions']
dark, darkest, cool, coolest, ['reine']
easy, easiest, fast, fastest, ['reactants']
easy, easiest, good, best, ['our']
easy, easiest, great, greatest, ['ancient']
easy, easiest, high, highest, ['voltages']
easy, easiest, hot, hottest, ['plasmas']
easy, easiest, large, largest, ['shape']
easy, easiest, long, longest, ['shape']
easy, easiest, low, lowest, ['salinity']
easy, easiest, lucky, luckiest, ['eightfold']
easy, easiest, old, oldest, ['norse']
easy, easiest, quick, quickest, ['eightfold']
easy, easiest, sharp, sharpest, ['belly']
easy, easiest, simple, simplest, ['simplest']
easy, easiest, short, shortest, ['novel']
easy, easiest, slow, slowest, ['resultant']
easy, easiest, small, smallest, ['shape']
easy, easiest, smart, smartest, ['bat']
easy, easiest, strange, strangest, ['bites']
easy, easiest, strong, strongest, ['odor']
easy, easiest, sweet, sweetest, ['beryl']
easy, easiest, tall, tallest, ['hussars']
easy, easiest, warm, warmest, ['sediments']
easy, easiest, weak, weakest, ['separators']
easy, easiest, wide, widest, ['transcends']
easy, easiest, young, youngest, ['jessica']
easy, easiest, bad, worst, ['goodness']
easy, easiest, big, biggest, ['nucleosynthesis']
easy, easiest, bright, brightest, ['shining']
easy, easiest, cold, coldest, ['plasmas']
easy, easiest, cool, coolest, ['damp']
easy, easiest, dark, darkest, ['cmb']
fast, fastest, good, best, ['popularity']
fast, fastest, great, greatest, ['gained']
fast, fastest, high, highest, ['highest']
fast, fastest, hot, hottest, ['poorest']
fast, fastest, large, largest, ['largest']
fast, fastest, long, longest, ['decades']
fast, fastest, low, lowest, ['lowest']
fast, fastest, lucky, luckiest, ['norma']
fast, fastest, old, oldest, ['oldest']
fast, fastest, quick, quickest, ['atari']
fast, fastest, sharp, sharpest, ['pillars']
fast, fastest, simple, simplest, ['multi']
fast, fastest, short, shortest, ['decade']
fast, fastest, slow, slowest, ['growth']
fast, fastest, small, smallest, ['largest']
fast, fastest, smart, smartest, ['subscribers']
fast, fastest, strange, strangest, ['mysterious']
fast, fastest, strong, strongest, ['dominance']
fast, fastest, sweet, sweetest, ['beryl']
fast, fastest, tall, tallest, ['meters']
fast, fastest, warm, warmest, ['tropics']
fast, fastest, weak, weakest, ['electroweak']
fast, fastest, wide, widest, ['popularity']
fast, fastest, young, youngest, ['teenagers']
fast, fastest, bad, worst, ['fallen']
fast, fastest, big, biggest, ['biggest']
fast, fastest, bright, brightest, ['stars']
fast, fastest, cold, coldest, ['kazakhstan']
fast, fastest, cool, coolest, ['rainy']
fast, fastest, dark, darkest, ['fallen']
fast, fastest, easy, easiest, ['gaining']
good, best, great, greatest, ['famous']
good, best, high, highest, ['higher']
good, best, hot, hottest, ['nebula']
good, best, large, largest, ['notable']
good, best, long, longest, ['short']
good, best, low, lowest, ['high']
good, best, lucky, luckiest, ['borman']
good, best, old, oldest, ['writers']
good, best, quick, quickest, ['winning']
good, best, sharp, sharpest, ['focal']
good, best, simple, simplest, ['examples']
good, best, short, shortest, ['novels']
good, best, slow, slowest, ['successful']
good, best, small, smallest, ['large']
good, best, smart, smartest, ['graphic']
good, best, strange, strangest, ['novel']
good, best, strong, strongest, ['supporting']
good, best, sweet, sweetest, ['rice']
good, best, tall, tallest, ['novels']
good, best, warm, warmest, ['summers']
good, best, weak, weakest, ['magnetic']
good, best, wide, widest, ['supporting']
good, best, young, youngest, ['fellow']
good, best, bad, worst, ['film']
good, best, big, biggest, ['film']
good, best, bright, brightest, ['stars']
good, best, cold, coldest, ['film']
good, best, cool, coolest, ['summers']
good, best, dark, darkest, ['star']
good, best, easy, easiest, ['arguably']
good, best, fast, fastest, ['film']
great, greatest, high, highest, ['rated']
great, greatest, hot, hottest, ['billboard']
great, greatest, large, largest, ['hits']
great, greatest, long, longest, ['best']
great, greatest, low, lowest, ['rated']
great, greatest, lucky, luckiest, ['eudora']
great, greatest, old, oldest, ['surviving']
great, greatest, quick, quickest, ['bowler']
great, greatest, sharp, sharpest, ['signatures']
great, greatest, simple, simplest, ['defining']
great, greatest, short, shortest, ['best']
great, greatest, slow, slowest, ['skaters']
great, greatest, small, smallest, ['hits']
great, greatest, smart, smartest, ['sf']
great, greatest, strange, strangest, ['hardest']
great, greatest, strong, strongest, ['weak']
great, greatest, sweet, sweetest, ['novelette']
great, greatest, tall, tallest, ['sampler']
great, greatest, warm, warmest, ['cool']
great, greatest, weak, weakest, ['motivating']
great, greatest, wide, widest, ['hits']
great, greatest, young, youngest, ['fellow']
great, greatest, bad, worst, ['godesberg']
great, greatest, big, biggest, ['biggest']
great, greatest, bright, brightest, ['silvery']
great, greatest, cold, coldest, ['chisel']
great, greatest, cool, coolest, ['amraam']
great, greatest, dark, darkest, ['lanthanide']
great, greatest, easy, easiest, ['acceptable']
great, greatest, fast, fastest, ['bowler']
great, greatest, good, best, ['choice']
high, highest, hot, hottest, ['billboard']
high, highest, large, largest, ['largest']
high, highest, long, longest, ['longest']
high, highest, low, lowest, ['lowest']
high, highest, lucky, luckiest, ['norma']
high, highest, old, oldest, ['dynasty']
high, highest, quick, quickest, ['breadth']
high, highest, sharp, sharpest, ['extremes']
high, highest, simple, simplest, ['string']
high, highest, short, shortest, ['novel']
high, highest, slow, slowest, ['fastest']
high, highest, small, smallest, ['largest']
high, highest, smart, smartest, ['dumb']
high, highest, strange, strangest, ['sad']
high, highest, strong, strongest, ['strongest']
high, highest, sweet, sweetest, ['hey']
high, highest, tall, tallest, ['metres']
high, highest, warm, warmest, ['humid']
high, highest, weak, weakest, ['jinn']
high, highest, wide, widest, ['margin']
high, highest, young, youngest, ['youngest']
high, highest, bad, worst, ['thing']
high, highest, big, biggest, ['biggest']
high, highest, bright, brightest, ['silvery']
high, highest, cold, coldest, ['hot']
high, highest, cool, coolest, ['summers']
high, highest, dark, darkest, ['mythical']
high, highest, easy, easiest, ['neighbor']
high, highest, fast, fastest, ['fastest']
high, highest, good, best, ['thing']
high, highest, great, greatest, ['greatest']
hot, hottest, large, largest, ['numbers']
hot, hottest, long, longest, ['previous']
hot, hottest, low, lowest, ['highest']
hot, hottest, lucky, luckiest, ['alberts']
hot, hottest, old, oldest, ['dynasty']
hot, hottest, quick, quickest, ['confessor']
hot, hottest, sharp, sharpest, ['zenith']
hot, hottest, simple, simplest, ['instructions']
hot, hottest, short, shortest, ['previous']
hot, hottest, slow, slowest, ['warping']
hot, hottest, small, smallest, ['numbers']
hot, hottest, smart, smartest, ['clergymen']
hot, hottest, strange, strangest, ['shahi']
hot, hottest, strong, strongest, ['leadership']
hot, hottest, sweet, sweetest, ['bulwer']
hot, hottest, tall, tallest, ['nevado']
hot, hottest, warm, warmest, ['warmest']
hot, hottest, weak, weakest, ['ciconiiformes']
hot, hottest, wide, widest, ['attendance']
hot, hottest, young, youngest, ['wharton']
hot, hottest, bad, worst, ['emperors']
hot, hottest, big, biggest, ['newnode']
hot, hottest, bright, brightest, ['folketing']
hot, hottest, cold, coldest, ['warmest']
hot, hottest, cool, coolest, ['warmest']
hot, hottest, dark, darkest, ['plantagenet']
hot, hottest, easy, easiest, ['ucs']
hot, hottest, fast, fastest, ['epoch']
hot, hottest, good, best, ['faithful']
hot, hottest, great, greatest, ['byzantine']
hot, hottest, high, highest, ['diameters']
large, largest, long, longest, ['longest']
large, largest, low, lowest, ['highest']
large, largest, lucky, luckiest, ['faye']
large, largest, old, oldest, ['oldest']
large, largest, quick, quickest, ['birthday']
large, largest, sharp, sharpest, ['bijection']
large, largest, simple, simplest, ['examples']
large, largest, short, shortest, ['novel']
large, largest, slow, slowest, ['fastest']
large, largest, small, smallest, ['located']
large, largest, smart, smartest, ['aston']
large, largest, strange, strangest, ['eve']
large, largest, strong, strongest, ['maintains']
large, largest, sweet, sweetest, ['arbor']
large, largest, tall, tallest, ['metres']
large, largest, warm, warmest, ['humid']
large, largest, weak, weakest, ['strong']
large, largest, wide, widest, ['community']
large, largest, young, youngest, ['youth']
large, largest, bad, worst, ['good']
large, largest, big, biggest, ['biggest']
large, largest, bright, brightest, ['stars']
large, largest, cold, coldest, ['winter']
large, largest, cool, coolest, ['warm']
large, largest, dark, darkest, ['star']
large, largest, easy, easiest, ['crm']
large, largest, fast, fastest, ['fastest']
large, largest, good, best, ['holds']
large, largest, great, greatest, ['world']
large, largest, high, highest, ['highest']
large, largest, hot, hottest, ['humid']
long, longest, low, lowest, ['lowest']
long, longest, lucky, luckiest, ['faye']
long, longest, old, oldest, ['oldest']
long, longest, quick, quickest, ['interrupts']
long, longest, sharp, sharpest, ['zenith']
long, longest, simple, simplest, ['shortest']
long, longest, short, shortest, ['fifth']
long, longest, slow, slowest, ['fastest']
long, longest, small, smallest, ['largest']
long, longest, smart, smartest, ['merry']
long, longest, strange, strangest, ['attractors']
long, longest, strong, strongest, ['competitor']
long, longest, sweet, sweetest, ['flower']
long, longest, tall, tallest, ['centimeter']
long, longest, warm, warmest, ['breezes']
long, longest, weak, weakest, ['pronoun']
long, longest, wide, widest, ['receivers']
long, longest, young, youngest, ['youngest']
long, longest, bad, worst, ['nightmare']
long, longest, big, biggest, ['lebowski']
long, longest, bright, brightest, ['spangled']
long, longest, cold, coldest, ['solstice']
long, longest, cool, coolest, ['rainy']
long, longest, dark, darkest, ['monochromatic']
long, longest, easy, easiest, ['shortest']
long, longest, fast, fastest, ['fastest']
long, longest, good, best, ['neighbor']
long, longest, great, greatest, ['sixth']
long, longest, high, highest, ['highest']
long, longest, hot, hottest, ['recess']
long, longest, large, largest, ['largest']
low, lowest, lucky, luckiest, ['norma']
low, lowest, old, oldest, ['surviving']
low, lowest, quick, quickest, ['tentative']
low, lowest, sharp, sharpest, ['extremes']
low, lowest, simple, simplest, ['digits']
low, lowest, short, shortest, ['longest']
low, lowest, slow, slowest, ['shortest']
low, lowest, small, smallest, ['largest']
low, lowest, smart, smartest, ['dumb']
low, lowest, strange, strangest, ['attractors']
low, lowest, strong, strongest, ['holds']
low, lowest, sweet, sweetest, ['hey']
low, lowest, tall, tallest, ['metres']
low, lowest, warm, warmest, ['waters']
low, lowest, weak, weakest, ['theism']
low, lowest, wide, widest, ['miles']
low, lowest, young, youngest, ['youngest']
low, lowest, bad, worst, ['thing']
low, lowest, big, biggest, ['bang']
low, lowest, bright, brightest, ['stars']
low, lowest, cold, coldest, ['blooded']
low, lowest, cool, coolest, ['fp']
low, lowest, dark, darkest, ['universe']
low, lowest, easy, easiest, ['shortest']
low, lowest, fast, fastest, ['shortest']
low, lowest, good, best, ['thing']
low, lowest, great, greatest, ['greatest']
low, lowest, high, highest, ['highest']
low, lowest, hot, hottest, ['billboard']
low, lowest, large, largest, ['largest']
low, lowest, long, longest, ['longest']
lucky, luckiest, old, oldest, ['germanic']
lucky, luckiest, quick, quickest, ['turret']
lucky, luckiest, sharp, sharpest, ['bulging']
lucky, luckiest, simple, simplest, ['compounding']
lucky, luckiest, short, shortest, ['blue']
lucky, luckiest, slow, slowest, ['duodenum']
lucky, luckiest, small, smallest, ['tsu']
lucky, luckiest, smart, smartest, ['lorry']
lucky, luckiest, strange, strangest, ['anima']
lucky, luckiest, strong, strongest, ['turret']
lucky, luckiest, sweet, sweetest, ['satin']
lucky, luckiest, tall, tallest, ['turret']
lucky, luckiest, warm, warmest, ['hustle']
lucky, luckiest, weak, weakest, ['turret']
lucky, luckiest, wide, widest, ['anisotropies']
lucky, luckiest, young, youngest, ['guelfs']
lucky, luckiest, bad, worst, ['contemplation']
lucky, luckiest, big, biggest, ['blue']
lucky, luckiest, bright, brightest, ['albus']
lucky, luckiest, cold, coldest, ['baryonic']
lucky, luckiest, cool, coolest, ['scaly']
lucky, luckiest, dark, darkest, ['baryonic']
lucky, luckiest, easy, easiest, ['thracian']
lucky, luckiest, fast, fastest, ['claw']
lucky, luckiest, good, best, ['contemplation']
lucky, luckiest, great, greatest, ['realm']
lucky, luckiest, high, highest, ['turret']
lucky, luckiest, hot, hottest, ['anima']
lucky, luckiest, large, largest, ['vast']
lucky, luckiest, long, longest, ['blue']
lucky, luckiest, low, lowest, ['franconian']
old, oldest, quick, quickest, ['tentative']
old, oldest, sharp, sharpest, ['bassoon']
old, oldest, simple, simplest, ['parameters']
old, oldest, short, shortest, ['extant']
old, oldest, slow, slowest, ['fastest']
old, oldest, small, smallest, ['largest']
old, oldest, smart, smartest, ['cluster']
old, oldest, strange, strangest, ['kermit']
old, oldest, strong, strongest, ['maintained']
old, oldest, sweet, sweetest, ['staple']
old, oldest, tall, tallest, ['sampler']
old, oldest, warm, warmest, ['humid']
old, oldest, weak, weakest, ['stable']
old, oldest, wide, widest, ['worldwide']
old, oldest, young, youngest, ['youngest']
old, oldest, bad, worst, ['competitive']
old, oldest, big, biggest, ['biggest']
old, oldest, bright, brightest, ['orbiting']
old, oldest, cold, coldest, ['fusion']
old, oldest, cool, coolest, ['humid']
old, oldest, dark, darkest, ['brightest']
old, oldest, easy, easiest, ['accessible']
old, oldest, fast, fastest, ['fastest']
old, oldest, good, best, ['achievement']
old, oldest, great, greatest, ['largest']
old, oldest, high, highest, ['rated']
old, oldest, hot, hottest, ['humid']
old, oldest, large, largest, ['largest']
old, oldest, long, longest, ['longest']
old, oldest, low, lowest, ['rated']
old, oldest, lucky, luckiest, ['misses']
quick, quickest, sharp, sharpest, ['urals']
quick, quickest, simple, simplest, ['constitutive']
quick, quickest, short, shortest, ['epistolary']
quick, quickest, slow, slowest, ['reverses']
quick, quickest, small, smallest, ['transcends']
quick, quickest, smart, smartest, ['bitchx']
quick, quickest, strange, strangest, ['quirks']
quick, quickest, strong, strongest, ['transcends']
quick, quickest, sweet, sweetest, ['transcends']
quick, quickest, tall, tallest, ['chinatown']
quick, quickest, warm, warmest, ['bloodedness']
quick, quickest, weak, weakest, ['separators']
quick, quickest, wide, widest, ['illuminates']
quick, quickest, young, youngest, ['lehman']
quick, quickest, bad, worst, ['recur']
quick, quickest, big, biggest, ['vortex']
quick, quickest, bright, brightest, ['logarithmically']
quick, quickest, cold, coldest, ['windy']
quick, quickest, cool, coolest, ['windy']
quick, quickest, dark, darkest, ['transcends']
quick, quickest, easy, easiest, ['easiest']
quick, quickest, fast, fastest, ['fosse']
quick, quickest, good, best, ['recur']
quick, quickest, great, greatest, ['ionosphere']
quick, quickest, high, highest, ['varying']
quick, quickest, hot, hottest, ['monsoon']
quick, quickest, large, largest, ['bypasses']
quick, quickest, long, longest, ['direction']
quick, quickest, low, lowest, ['decreasing']
quick, quickest, lucky, luckiest, ['fosse']
quick, quickest, old, oldest, ['baixa']
sharp, sharpest, simple, simplest, ['profane']
sharp, sharpest, short, shortest, ['sensationalist']
sharp, sharpest, slow, slowest, ['sensationalist']
sharp, sharpest, small, smallest, ['omnivorous']
sharp, sharpest, smart, smartest, ['zvezda']
sharp, sharpest, strange, strangest, ['truthful']
sharp, sharpest, strong, strongest, ['prefigured']
sharp, sharpest, sweet, sweetest, ['lono']
sharp, sharpest, tall, tallest, ['truthful']
sharp, sharpest, warm, warmest, ['sadistic']
sharp, sharpest, weak, weakest, ['prefigured']
sharp, sharpest, wide, widest, ['specifics']
sharp, sharpest, young, youngest, ['mouseketeer']
sharp, sharpest, bad, worst, ['dobro']
sharp, sharpest, big, biggest, ['cheval']
sharp, sharpest, bright, brightest, ['oracular']
sharp, sharpest, cold, coldest, ['sensationalist']
sharp, sharpest, cool, coolest, ['sensationalist']
sharp, sharpest, dark, darkest, ['autobiographic']
sharp, sharpest, easy, easiest, ['scapegoats']
sharp, sharpest, fast, fastest, ['sensationalist']
sharp, sharpest, good, best, ['dobro']
sharp, sharpest, great, greatest, ['microscopical']
sharp, sharpest, high, highest, ['obligatory']
sharp, sharpest, hot, hottest, ['sensationalist']
sharp, sharpest, large, largest, ['omnivorous']
sharp, sharpest, long, longest, ['rmaf']
sharp, sharpest, low, lowest, ['uncommonly']
sharp, sharpest, lucky, luckiest, ['zvezda']
sharp, sharpest, old, oldest, ['ketuvim']
sharp, sharpest, quick, quickest, ['scapegoats']
simple, simplest, short, shortest, ['novel']
simple, simplest, slow, slowest, ['tertiary']
simple, simplest, small, smallest, ['largest']
simple, simplest, smart, smartest, ['bats']
simple, simplest, strange, strangest, ['moa']
simple, simplest, strong, strongest, ['weak']
simple, simplest, sweet, sweetest, ['indium']
simple, simplest, tall, tallest, ['slender']
simple, simplest, warm, warmest, ['sediments']
simple, simplest, weak, weakest, ['teau']
simple, simplest, wide, widest, ['level']
simple, simplest, young, youngest, ['younger']
simple, simplest, bad, worst, ['umami']
simple, simplest, big, biggest, ['crunch']
simple, simplest, bright, brightest, ['herring']
simple, simplest, cold, coldest, ['winter']
simple, simplest, cool, coolest, ['warm']
simple, simplest, dark, darkest, ['condensed']
simple, simplest, easy, easiest, ['uncommon']
simple, simplest, fast, fastest, ['reactants']
simple, simplest, good, best, ['offers']
simple, simplest, great, greatest, ['of']
simple, simplest, high, highest, ['grade']
simple, simplest, hot, hottest, ['reservoir']
simple, simplest, large, largest, ['largest']
simple, simplest, long, longest, ['short']
simple, simplest, low, lowest, ['levels']
simple, simplest, lucky, luckiest, ['awaken']
simple, simplest, old, oldest, ['oldest']
simple, simplest, quick, quickest, ['alternatives']
simple, simplest, sharp, sharpest, ['alkanes']
short, shortest, slow, slowest, ['backwards']
short, shortest, small, smallest, ['smallest']
short, shortest, smart, smartest, ['dumb']
short, shortest, strange, strangest, ['eightfold']
short, shortest, strong, strongest, ['enmity']
short, shortest, sweet, sweetest, ['aguilera']
short, shortest, tall, tallest, ['nailed']
short, shortest, warm, warmest, ['bloodedness']
short, shortest, weak, weakest, ['converse']
short, shortest, wide, widest, ['path']
short, shortest, young, youngest, ['gentleman']
short, shortest, bad, worst, ['vines']
short, shortest, big, biggest, ['bang']
short, shortest, bright, brightest, ['ratchet']
short, shortest, cold, coldest, ['lag']
short, shortest, cool, coolest, ['lag']
short, shortest, dark, darkest, ['monochromatic']
short, shortest, easy, easiest, ['easiest']
short, shortest, fast, fastest, ['fastest']
short, shortest, good, best, ['neighbor']
short, shortest, great, greatest, ['saviour']
short, shortest, high, highest, ['diameters']
short, shortest, hot, hottest, ['concave']
short, shortest, large, largest, ['smallest']
short, shortest, long, longest, ['longest']
short, shortest, low, lowest, ['lowest']
short, shortest, lucky, luckiest, ['eightfold']
short, shortest, old, oldest, ['nearest']
short, shortest, quick, quickest, ['backward']
short, shortest, sharp, sharpest, ['neighbour']
short, shortest, simple, simplest, ['predicate']
slow, slowest, small, smallest, ['squadron']
slow, slowest, smart, smartest, ['dummies']
slow, slowest, strange, strangest, ['fountainhead']
slow, slowest, strong, strongest, ['superiority']
slow, slowest, sweet, sweetest, ['lun']
slow, slowest, tall, tallest, ['nevado']
slow, slowest, warm, warmest, ['lenten']
slow, slowest, weak, weakest, ['raaf']
slow, slowest, wide, widest, ['aravalli']
slow, slowest, young, youngest, ['fellow']
slow, slowest, bad, worst, ['grit']
slow, slowest, big, biggest, ['mondo']
slow, slowest, bright, brightest, ['treader']
slow, slowest, cold, coldest, ['kriegsmarine']
slow, slowest, cool, coolest, ['showroom']
slow, slowest, dark, darkest, ['treader']
slow, slowest, easy, easiest, ['upload']
slow, slowest, fast, fastest, ['kilowatt']
slow, slowest, good, best, ['squadron']
slow, slowest, great, greatest, ['magnitude']
slow, slowest, high, highest, ['octane']
slow, slowest, hot, hottest, ['mondo']
slow, slowest, large, largest, ['magnitude']
slow, slowest, long, longest, ['outpost']
slow, slowest, low, lowest, ['octane']
slow, slowest, lucky, luckiest, ['sopranos']
slow, slowest, old, oldest, ['gokturk']
slow, slowest, quick, quickest, ['sps']
slow, slowest, sharp, sharpest, ['zenith']
slow, slowest, simple, simplest, ['insignia']
slow, slowest, short, shortest, ['outpost']
small, smallest, smart, smartest, ['aleph']
small, smallest, strange, strangest, ['levelling']
small, smallest, strong, strongest, ['weak']
small, smallest, sweet, sweetest, ['nepeta']
small, smallest, tall, tallest, ['pentagram']
small, smallest, warm, warmest, ['tropics']
small, smallest, weak, weakest, ['separators']
small, smallest, wide, widest, ['spectrum']
small, smallest, young, youngest, ['youngest']
small, smallest, bad, worst, ['godesberg']
small, smallest, big, biggest, ['summand']
small, smallest, bright, brightest, ['silvery']
small, smallest, cold, coldest, ['cosmonaut']
small, smallest, cool, coolest, ['warmest']
small, smallest, dark, darkest, ['universe']
small, smallest, easy, easiest, ['approximation']
small, smallest, fast, fastest, ['approximation']
small, smallest, good, best, ['assuming']
small, smallest, great, greatest, ['absolute']
