athens, greece, baghdad, iraq, ['iraq', 'afghanistan', 'pakistan', 'indonesia', 'syria']
swift, swiftly, most, mostly, ['consequently', 'become', 'increasingly', 'were', 'themselves']
swift, swiftly, obvious, obviously, ['consequently', 'desirable', 'seemingly', 'perceived', 'merely']
swift, swiftly, occasional, occasionally, ['irreconcilable', 'damaging', 'undefeated', 'cheating', 'inexplicable']
swift, swiftly, possible, possibly, ['consequently', 'naturally', 'cannot', 'could', 'likely']
swift, swiftly, precise, precisely, ['advantageous', 'optimal', 'functionally', 'externally', 'onerous']
swift, swiftly, professional, professionally, ['compete', 'teams', 'elite', 'participate', 'players']
swift, swiftly, quick, quickly, ['reluctant', 'sober', 'expecting', 'unable', 'powerless']
swift, swiftly, quiet, quietly, ['terminally', 'powerless', 'sober', 'ill', 'succeed']
swift, swiftly, rapid, rapidly, ['urbanization', 'rapidly', 'accelerated', 'resistant', 'powerless']
swift, swiftly, rare, rarely, ['naturally', 'consequently', 'resistant', 'toxic', 'seemingly']
swift, swiftly, reluctant, reluctantly, ['succeed', 'understandably', 'reffered', 'unwilling', 'demoted']
swift, swiftly, safe, safely, ['powerless', 'unable', 'consequently', 'unwilling', 'temporarily']
swift, swiftly, serious, seriously, ['cheating', 'potentially', 'injuries', 'neglected', 'potential']
swift, swiftly, slow, slowly, ['rapidly', 'slowly', 'harmless', 'quickly', 'increasingly']
swift, swiftly, sudden, suddenly, ['irreversible', 'cheating', 'inevitable', 'unexpected', 'suddenly']
typical, typically, unfortunate, unfortunately, ['equally', 'seemingly', 'seriously', 'inadvertently', 'ignored']
typical, typically, usual, usually, ['appropriate', 'instead', 'terms', 'simply', 'given']
typical, typically, amazing, amazingly, ['saving', 'spider', 'grace', 'anonymously', 'fantastic']
typical, typically, apparent, apparently, ['thus', 'rest', 'relative', 'consequently', 'much']
typical, typically, calm, calmly, ['deeply', 'badly', 'constantly', 'too', 'warm']
typical, typically, cheerful, cheerfully, ['spiritually', 'scarred', 'plainly', 'infertile', 'conceptually']
typical, typically, complete, completely, ['without', 'further', 'only', 'be', 'through']
typical, typically, efficient, efficiently, ['efficiently', 'easier', 'easily', 'more', 'supply']
typical, typically, fortunate, fortunately, ['barely', 'definitely', 'personally', 'badly', 'physically']
typical, typically, free, freely, ['freely', 'open', 'directly', 'through', 'without']
typical, typically, furious, furiously, ['rubbed', 'subjected', 'amused', 'scarred', 'angry']
typical, typically, happy, happily, ['too', 'seemed', 'get', 'you', 'alive']
typical, typically, immediate, immediately, ['without', 'avoid', 'benefit', 'thereby', 'attention']
typical, typically, infrequent, infrequently, ['emotionally', 'plainly', 'symmetrically', 'alienating', 'realistically']
typical, typically, lucky, luckily, ['comfortably', 'badly', 'willing', 'alive', 'empowered']
typical, typically, most, mostly, ['well', 'more', 'those', 'many', 'both']
typical, typically, obvious, obviously, ['things', 'consideration', 'necessary', 'always', 'difficult']
typical, typically, occasional, occasionally, ['frequent', 'appearances', 'visits', 'regularly', 'mistakes']
typical, typically, possible, possibly, ['cannot', 'them', 'could', 'not', 'so']
typical, typically, precise, precisely, ['easily', 'relevant', 'correct', 'considering', 'accurate']
typical, typically, professional, professionally, ['teams', 'private', 'players', 'leagues', 'schools']
typical, typically, quick, quickly, ['easy', 'easily', 'efficiently', 'open', 'getting']
typical, typically, quiet, quietly, ['seemed', 'comfortably', 'badly', 'calm', 'smoothly']
typical, typically, rapid, rapidly, ['allowing', 'through', 'industrialization', 'rapidly', 'urbanization']
typical, typically, rare, rarely, ['normally', 'are', 'rarely', 'be', 'usually']
typical, typically, reluctant, reluctantly, ['willing', 'obliged', 'unable', 'instructed', 'hesitant']
typical, typically, safe, safely, ['freely', 'easily', 'willing', 'permitted', 'unable']
typical, typically, serious, seriously, ['consideration', 'involved', 'deal', 'concern', 'avoid']
typical, typically, slow, slowly, ['through', 'slowly', 'easily', 'allowing', 'too']
typical, typically, sudden, suddenly, ['caused', 'delays', 'causing', 'avoid', 'triggered']
typical, typically, swift, swiftly, ['jonathan', 'pushed', 'sending', 'repeatedly', 'putting']
unfortunate, unfortunately, usual, usually, ['instead', 'use', 'for', 'standard', 'given']
unfortunate, unfortunately, amazing, amazingly, ['released', 'mr', 'sale', 'spider', 'gave']
unfortunate, unfortunately, apparent, apparently, ['gave', 'much', 'time', 'because', 'when']
unfortunate, unfortunately, calm, calmly, ['too', 'going', 'easy', 'ready', 'good']
unfortunate, unfortunately, cheerful, cheerfully, ['parking', 'distributed', 'cheap', 'sold', 'shipped']
unfortunate, unfortunately, complete, completely, ['available', 'provided', 'introduction', 'time', 'needed']
unfortunate, unfortunately, efficient, efficiently, ['build', 'needed', 'available', 'provide', 'easy']
unfortunate, unfortunately, fortunate, fortunately, ['better', 'sure', 'pleased', 'easy', 'knew']
unfortunate, unfortunately, free, freely, ['available', 'software', 'open', 'provided', 'now']
unfortunate, unfortunately, furious, furiously, ['quick', 'stood', 'returned', 'amazed', 'wembley']
unfortunate, unfortunately, happy, happily, ['ready', 'just', 'build', 'you', 'went']
unfortunate, unfortunately, immediate, immediately, ['needed', 'gave', 'without', 'provided', 'offered']
unfortunate, unfortunately, infrequent, infrequently, ['elsewhere', 'preparations', 'facilities', 'available', 'sale']
unfortunate, unfortunately, lucky, luckily, ['ready', 'easy', 'wasn', 'build', 'you']
unfortunate, unfortunately, most, mostly, ['well', 'now', 'available', 'made', 'although']
unfortunate, unfortunately, obvious, obviously, ['making', 'even', 'make', 'easy', 'no']
unfortunate, unfortunately, occasional, occasionally, ['improvements', 'made', 'commercial', 'available', 'elsewhere']
unfortunate, unfortunately, possible, possibly, ['needed', 'even', 'because', 'so', 'making']
unfortunate, unfortunately, precise, precisely, ['available', 'methods', 'use', 'needed', 'standard']
unfortunate, unfortunately, professional, professionally, ['available', 'home', 'technology', 'schools', 'company']
unfortunate, unfortunately, quick, quickly, ['easy', 'build', 'ready', 'open', 'available']
unfortunate, unfortunately, quiet, quietly, ['ready', 'happy', 'quick', 'build', 'too']
unfortunate, unfortunately, rapid, rapidly, ['construction', 'continued', 'development', 'build', 'improvements']
unfortunate, unfortunately, rare, rarely, ['available', 'elsewhere', 'found', 'still', 'made']
unfortunate, unfortunately, reluctant, reluctantly, ['sell', 'willing', 'build', 'persuaded', 'initially']
unfortunate, unfortunately, safe, safely, ['easy', 'build', 'ready', 'needed', 'provide']
unfortunate, unfortunately, serious, seriously, ['problems', 'deal', 'making', 'further', 'made']
unfortunate, unfortunately, slow, slowly, ['making', 'available', 'easy', 'fast', 'faster']
unfortunate, unfortunately, sudden, suddenly, ['failure', 'success', 'brought', 'saw', 'loss']
unfortunate, unfortunately, swift, swiftly, ['reading', 'jonathan', 'cut', 'completed', 'opened']
unfortunate, unfortunately, typical, typically, ['available', 'use', 'used', 'etc', 'common']
usual, usually, amazing, amazingly, ['dead', 'entitled', 'skins', 'released', 'parody']
usual, usually, apparent, apparently, ['earth', 'presence', 'visible', 'due', 'cause']
usual, usually, calm, calmly, ['warm', 'badly', 'cold', 'seas', 'too']
usual, usually, cheerful, cheerfully, ['ponds', 'skins', 'resurrected', 'freshwater', 'nocturnal']
usual, usually, complete, completely, ['only', 'through', 'collection', 'by', 'all']
usual, usually, efficient, efficiently, ['water', 'typically', 'fuel', 'available', 'large']
usual, usually, fortunate, fortunately, ['badly', 'barely', 'surprisingly', 'physically', 'seldom']
usual, usually, free, freely, ['via', 'through', 'open', 'inside', 'source']
usual, usually, furious, furiously, ['slender', 'burned', 'kept', 'exposed', 'resurrected']
usual, usually, happy, happily, ['night', 'warm', 'rain', 'hot', 'sleep']
usual, usually, immediate, immediately, ['damage', 'cause', 'loss', 'due', 'possibly']
usual, usually, infrequent, infrequently, ['polluted', 'regularly', 'occasions', 'emotionally', 'arid']
usual, usually, lucky, luckily, ['alive', 'badly', 'injured', 'cool', 'bodied']
usual, usually, most, mostly, ['many', 'are', 'well', 'several', 'other']
usual, usually, obvious, obviously, ['most', 'even', 'because', 'very', 'always']
usual, usually, occasional, occasionally, ['frequent', 'appearances', 'numerous', 'waters', 'major']
usual, usually, possible, possibly, ['can', 'only', 'typically', 'are', 'may']
usual, usually, precise, precisely, ['surface', 'can', 'easily', 'typically', 'are']
usual, usually, professional, professionally, ['leagues', 'teams', 'sports', 'players', 'doctor']
usual, usually, quick, quickly, ['kept', 'open', 'easy', 'drive', 'hard']
usual, usually, quiet, quietly, ['sleep', 'slow', 'night', 'naked', 'hot']
usual, usually, rapid, rapidly, ['through', 'slow', 'allowing', 'driven', 'blood']
usual, usually, rare, rarely, ['are', 'found', 'most', 'typically', 'commonly']
usual, usually, reluctant, reluctantly, ['obliged', 'unable', 'willing', 'able', 'badly']
usual, usually, safe, safely, ['kept', 'normally', 'water', 'are', 'accessible']
usual, usually, serious, seriously, ['involved', 'caused', 'cause', 'severe', 'causing']
usual, usually, slow, slowly, ['through', 'driven', 'water', 'fast', 'typically']
usual, usually, sudden, suddenly, ['caused', 'blood', 'causing', 'feuds', 'cause']
usual, usually, swift, swiftly, ['watered', 'blown', 'broken', 'fed', 'rivers']
usual, usually, typical, typically, ['typically', 'types', 'small', 'or', 'are']
usual, usually, unfortunate, unfortunately, ['affected', 'injured', 'pockets', 'participants', 'dangerous']
acceptable, unacceptable, aware, unaware, ['convinced', 'keenly', 'acutely', 'suspicious', 'unpopular']
acceptable, unacceptable, certain, uncertain, ['circumstances', 'actions', 'perceived', 'these', 'suspicious']
acceptable, unacceptable, clear, unclear, ['sure', 'interference', 'fringes', 'felt', 'showed']
acceptable, unacceptable, comfortable, uncomfortable, ['uncomfortable', 'enthusiasm', 'fanatical', 'quiet', 'disappointed']
acceptable, unacceptable, competitive, uncompetitive, ['niche', 'fiercely', 'lobbying', 'takeover', 'financially']
acceptable, unacceptable, consistent, inconsistent, ['proving', 'disregard', 'destructive', 'spite', 'deliberate']
acceptable, unacceptable, convincing, unconvincing, ['clues', 'shocked', 'prompted', 'surprised', 'impressed']
acceptable, unacceptable, convenient, inconvenient, ['recruitment', 'deliberate', 'visitor', 'remedy', 'fitting']
acceptable, unacceptable, decided, undecided, ['announced', 'refused', 'hoped', 'invited', 'insisted']
acceptable, unacceptable, efficient, inefficient, ['designing', 'aerodynamic', 'unreliable', 'ads', 'intensive']
acceptable, unacceptable, ethical, unethical, ['statements', 'methodological', 'naturalism', 'motives', 'egoism']
acceptable, unacceptable, fortunate, unfortunate, ['shocked', 'unexpectedly', 'sill', 'pleased', 'disappointed']
acceptable, unacceptable, honest, dishonest, ['sill', 'omen', 'uncomfortable', 'attentive', 'unforgiving']
acceptable, unacceptable, impressive, unimpressive, ['spectacular', 'comeback', 'innovative', 'incredibly', 'announcement']
acceptable, unacceptable, informed, uninformed, ['mocked', 'echols', 'shocked', 'impressed', 'outraged']
acceptable, unacceptable, known, unknown, ['was', 'as', 'the', 'been', 'discovered']
acceptable, unacceptable, likely, unlikely, ['apparently', 'feared', 'due', 'result', 'perceived']
acceptable, unacceptable, logical, illogical, ['positivists', 'fallacy', 'assertion', 'fallacies', 'statements']
acceptable, unacceptable, pleasant, unpleasant, ['sandy', 'carson', 'scrub', 'baffin', 'highlighting']
acceptable, unacceptable, possible, impossible, ['result', 'immediate', 'situation', 'would', 'consequences']
acceptable, unacceptable, possibly, impossibly, ['destroyed', 'withdrawn', 'suddenly', 'apparently', 'allegedly']
acceptable, unacceptable, productive, unproductive, ['incredibly', 'unskilled', 'unpaid', 'inevitable', 'unpopular']
acceptable, unacceptable, rational, irrational, ['irrational', 'multiplicative', 'unitary', 'denying', 'slaughtering']
acceptable, unacceptable, reasonable, unreasonable, ['unintended', 'confirm', 'assertion', 'fears', 'doubt']
acceptable, unacceptable, responsible, irresponsible, ['arrested', 'ignored', 'officials', 'nkvd', 'investigating']
acceptable, unacceptable, sure, unsure, ['replied', 'whistle', 'surprised', 'ask', 'shocked']
acceptable, unacceptable, tasteful, distasteful, ['paulicians', 'daf', 'mannitol', 'thaws', 'nightjars']
aware, unaware, certain, uncertain, ['these', 'kinds', 'those', 'restrictions', 'various']
aware, unaware, clear, unclear, ['suggesting', 'claims', 'sides', 'surrounded', 'true']
aware, unaware, comfortable, uncomfortable, ['unhappy', 'bledsoe', 'attentions', 'fists', 'magnificent']
aware, unaware, competitive, uncompetitive, ['niche', 'inhibition', 'outdoor', 'rampant', 'spiritually']
aware, unaware, consistent, inconsistent, ['inconsistent', 'internally', 'similarity', 'floating', 'purely']
aware, unaware, convincing, unconvincing, ['reputed', 'accusations', 'suggesting', 'exploited', 'assured']
aware, unaware, convenient, inconvenient, ['floating', 'generalize', 'nautical', 'clipped', 'shorthand']
aware, unaware, decided, undecided, ['claiming', 'finally', 'returned', 'went', 'tried']
aware, unaware, efficient, inefficient, ['crude', 'cultivation', 'pipelines', 'cost', 'expensive']
aware, unaware, ethical, unethical, ['naturalism', 'demonic', 'ethics', 'judgements', 'egoism']
aware, unaware, fortunate, unfortunate, ['reputed', 'definitely', 'shocking', 'unhappy', 'mortally']
aware, unaware, honest, dishonest, ['ambivalent', 'intensely', 'unhappy', 'dumb', 'reticent']
aware, unaware, impressive, unimpressive, ['exploitation', 'explorations', 'unfinished', 'coastline', 'fragmentary']
aware, unaware, informed, uninformed, ['unsupported', 'relied', 'evidently', 'imposing', 'lomborg']
aware, unaware, known, unknown, ['found', 'originally', 'mainly', 'called', 'origin']
aware, unaware, likely, unlikely, ['suggesting', 'possibly', 'presumably', 'unknown', 'probably']
aware, unaware, logical, illogical, ['positivism', 'inscribed', 'disjunction', 'notions', 'existential']
aware, unaware, pleasant, unpleasant, ['bioko', 'scrub', 'sandy', 'baffin', 'athos']
aware, unaware, possible, impossible, ['these', 'natural', 'they', 'identical', 'certain']
aware, unaware, possibly, impossibly, ['settled', 'scrolls', 'presumably', 'probably', 'sea']
aware, unaware, productive, unproductive, ['exploitation', 'fleets', 'aborted', 'herbivorous', 'miracle']
aware, unaware, rational, irrational, ['irrational', 'integers', 'infinite', 'irrigated', 'racial']
aware, unaware, reasonable, unreasonable, ['exclusive', 'fears', 'ignorance', 'doubt', 'suggesting']
aware, unaware, responsible, irresponsible, ['principally', 'solely', 'chiefly', 'largely', 'abuses']
aware, unaware, sure, unsure, ['goats', 'forget', 'lest', 'funny', 'pigs']
aware, unaware, tasteful, distasteful, ['quadi', 'waldenses', 'curfews', 'arachosia', 'wasabi']
aware, unaware, acceptable, unacceptable, ['dubious', 'unsuitable', 'inappropriate', 'mutually', 'specimens']
certain, uncertain, clear, unclear, ['unclear', 'probable', 'untrue', 'indication', 'fermat']
certain, uncertain, comfortable, uncomfortable, ['ultrix', 'respectful', 'talkative', 'glamorous', 'quiet']
certain, uncertain, competitive, uncompetitive, ['evolutionarily', 'regimental', 'hooligan', 'monopolistically', 'sane']
certain, uncertain, consistent, inconsistent, ['carrel', 'accurate', 'unverified', 'occlusion', 'definitive']
certain, uncertain, convincing, unconvincing, ['carrel', 'thurs', 'dreaded', 'credible', 'untrue']
certain, uncertain, convenient, inconvenient, ['crows', 'apt', 'thermodynamically', 'unwieldy', 'glance']
certain, uncertain, decided, undecided, ['birthday', 'preclear', 'demise', 'cornelia', 'gide']
certain, uncertain, efficient, inefficient, ['unwieldy', 'unreliable', 'seaworthy', 'accurate', 'lucky']
certain, uncertain, ethical, unethical, ['carrel', 'vacuous', 'carmen', 'parseval', 'sagrada']
certain, uncertain, fortunate, unfortunate, ['seaworthy', 'yehowah', 'pople', 'heartbroken', 'milliardo']
certain, uncertain, honest, dishonest, ['respectful', 'seaworthy', 'ambivalent', 'tame', 'pople']
certain, uncertain, impressive, unimpressive, ['comeback', 'regimental', 'enigmatic', 'accomplishment', 'oversimplification']
certain, uncertain, informed, uninformed, ['carrel', 'underestimated', 'camus', 'oversimplification', 'sill']
certain, uncertain, known, unknown, ['birthplace', 'unclear', 'birthday', 'nicknamed', 'unknown']
certain, uncertain, likely, unlikely, ['unclear', 'probable', 'unlikely', 'incorrect', 'unknown']
certain, uncertain, logical, illogical, ['carrel', 'foregone', 'conjecture', 'rydberg', 'rubik']
certain, uncertain, pleasant, unpleasant, ['pople', 'carrel', 'preclear', 'regimental', 'everest']
certain, uncertain, possible, impossible, ['unclear', 'probable', 'explanation', 'exact', 'incorrect']
certain, uncertain, possibly, impossibly, ['unknown', 'probable', 'unclear', 'imminent', 'extinct']
certain, uncertain, productive, unproductive, ['hooligan', 'unwieldy', 'enigmatic', 'sucre', 'evolutionarily']
certain, uncertain, rational, irrational, ['slim', 'irrational', 'rydberg', 'fatboy', 'crows']
certain, uncertain, reasonable, unreasonable, ['probable', 'crows', 'presumptive', 'fulfilment', 'padawan']
certain, uncertain, responsible, irresponsible, ['imminent', 'untenable', 'unjust', 'unclear', 'preclear']
certain, uncertain, sure, unsure, ['apt', 'seaworthy', 'lucky', 'tame', 'alexis']
certain, uncertain, tasteful, distasteful, ['pasporta', 'cookware', 'sncb', 'tmp', 'yukam']
certain, uncertain, acceptable, unacceptable, ['unwieldy', 'apt', 'asymptotically', 'advantageous', 'marginally']
certain, uncertain, aware, unaware, ['yehowah', 'fondly', 'acutely', 'fortunate', 'untrue']
clear, unclear, comfortable, uncomfortable, ['lifestyle', 'frustrating', 'miserable', 'overcrowded', 'intellectually']
clear, unclear, competitive, uncompetitive, ['monopolistically', 'sporting', 'sane', 'paradoxically', 'preferable']
clear, unclear, consistent, inconsistent, ['explainable', 'adhesives', 'reckoned', 'inaccurate', 'empirically']
clear, unclear, convincing, unconvincing, ['reputed', 'thurs', 'undoubtedly', 'surprising', 'underestimated']
clear, unclear, convenient, inconvenient, ['preferable', 'imprecise', 'unsafe', 'palatable', 'misleading']
clear, unclear, decided, undecided, ['retire', 'decides', 'discover', 'apprenticed', 'contacted']
clear, unclear, efficient, inefficient, ['unreliable', 'preferable', 'helpful', 'plentiful', 'tedious']
clear, unclear, ethical, unethical, ['normative', 'nicomachean', 'ethics', 'egoism', 'unanswered']
clear, unclear, fortunate, unfortunate, ['fondly', 'agade', 'improbable', 'untrue', 'thurs']
clear, unclear, honest, dishonest, ['frustrating', 'intensely', 'unawares', 'ambivalent', 'sane']
clear, unclear, impressive, unimpressive, ['paradoxically', 'improbable', 'undoubtedly', 'uncertain', 'questionable']
clear, unclear, informed, uninformed, ['doubted', 'unsure', 'questioned', 'judged', 'underestimated']
clear, unclear, known, unknown, ['identified', 'mentioned', 'unknown', 'erroneously', 'referred']
clear, unclear, likely, unlikely, ['unknown', 'uncertain', 'erroneously', 'misleading', 'attributed']
clear, unclear, logical, illogical, ['positivism', 'loophole', 'fallacy', 'propositional', 'illusory']
clear, unclear, pleasant, unpleasant, ['counterintuitive', 'bishkek', 'athos', 'sane', 'genomics']
clear, unclear, possible, impossible, ['likely', 'unknown', 'determine', 'whether', 'uncertain']
clear, unclear, possibly, impossibly, ['unknown', 'probably', 'presumably', 'attributed', 'captivity']
clear, unclear, productive, unproductive, ['agriculturally', 'uncertain', 'frustrating', 'intangible', 'illusory']
clear, unclear, rational, irrational, ['irrational', 'nonnegative', 'definable', 'animistic', 'afterlife']
clear, unclear, reasonable, unreasonable, ['ascertain', 'unsure', 'doubted', 'horrible', 'firstly']
clear, unclear, responsible, irresponsible, ['constituted', 'attributable', 'unjust', 'earthworm', 'doubted']
clear, unclear, sure, unsure, ['realise', 'reminded', 'unsure', 'fondly', 'nobody']
clear, unclear, tasteful, distasteful, ['deliciosa', 'controllability', 'lullubi', 'stibnite', 'squatters']
clear, unclear, acceptable, unacceptable, ['preferable', 'fondly', 'misleading', 'advantageous', 'technically']
clear, unclear, aware, unaware, ['fondly', 'acutely', 'doubted', 'unsure', 'obedient']
clear, unclear, certain, uncertain, ['instances', 'circumstances', 'differ', 'reasons', 'kinds']
comfortable, uncomfortable, competitive, uncompetitive, ['sport', 'industrialized', 'politically', 'prized', 'addictive']
comfortable, uncomfortable, consistent, inconsistent, ['clear', 'distinction', 'inconsistent', 'contradictory', 'ignoring']
comfortable, uncomfortable, convincing, unconvincing, ['intriguing', 'indications', 'clues', 'valuable', 'importantly']
comfortable, uncomfortable, convenient, inconvenient, ['undesirable', 'favourable', 'appealing', 'favorable', 'amusing']
comfortable, uncomfortable, decided, undecided, ['wanted', 'refused', 'insisted', 'failed', 'agreed']
comfortable, uncomfortable, efficient, inefficient, ['useful', 'difficult', 'expensive', 'complicated', 'extremely']
comfortable, uncomfortable, ethical, unethical, ['emergent', 'stereotypes', 'altruism', 'matters', 'statements']
comfortable, uncomfortable, fortunate, unfortunate, ['untrue', 'exceedingly', 'faint', 'unfortunate', 'unacceptable']
comfortable, uncomfortable, honest, dishonest, ['unforgiving', 'ambivalent', 'amusing', 'mildly', 'informative']
comfortable, uncomfortable, impressive, unimpressive, ['usefulness', 'unfortunate', 'valuable', 'interesting', 'questionable']
comfortable, uncomfortable, informed, uninformed, ['questioned', 'unacceptable', 'acutely', 'aware', 'ignored']
comfortable, uncomfortable, known, unknown, ['important', 'found', 'considered', 'fact', 'also']
comfortable, uncomfortable, likely, unlikely, ['unclear', 'fact', 'unlikely', 'unknown', 'seems']
comfortable, uncomfortable, logical, illogical, ['fallacy', 'fallacies', 'positivism', 'assertion', 'statements']
comfortable, uncomfortable, pleasant, unpleasant, ['sandy', 'beaches', 'baffin', 'terrain', 'infrequent']
comfortable, uncomfortable, possible, impossible, ['fact', 'makes', 'interesting', 'difficult', 'obvious']
comfortable, uncomfortable, possibly, impossibly, ['unknown', 'probably', 'affected', 'found', 'likely']
comfortable, uncomfortable, productive, unproductive, ['incredibly', 'arid', 'extraordinarily', 'mildly', 'inevitable']
comfortable, uncomfortable, rational, irrational, ['consequences', 'identity', 'irrational', 'uniqueness', 'trivial']
comfortable, uncomfortable, reasonable, unreasonable, ['obvious', 'intriguing', 'verify', 'usefulness', 'undesirable']
comfortable, uncomfortable, responsible, irresponsible, ['involved', 'dependent', 'activities', 'ignored', 'largely']
comfortable, uncomfortable, sure, unsure, ['imagine', 'clear', 'answer', 'forget', 'unto']
comfortable, uncomfortable, tasteful, distasteful, ['trilogies', 'showbiz', 'antelopes', 'vaterland', 'lepidolite']
comfortable, uncomfortable, acceptable, unacceptable, ['unacceptable', 'technically', 'inappropriate', 'desirable', 'undesirable']
comfortable, uncomfortable, aware, unaware, ['acutely', 'keenly', 'plainly', 'unaware', 'obviously']
comfortable, uncomfortable, certain, uncertain, ['circumstances', 'cases', 'specific', 'these', 'particular']
comfortable, uncomfortable, clear, unclear, ['makes', 'obvious', 'interesting', 'what', 'question']
competitive, uncompetitive, consistent, inconsistent, ['photometry', 'gravimeters', 'hermaphrodite', 'purer', 'unfavourably']
competitive, uncompetitive, convincing, unconvincing, ['lopsided', 'scriptorum', 'unpleasantly', 'ejecting', 'vests']
competitive, uncompetitive, convenient, inconvenient, ['diagnoses', 'accusatory', 'tractable', 'slicing', 'selflessness']
competitive, uncompetitive, decided, undecided, ['wont', 'wahid', 'miskelley', 'mafune', 'meade']
competitive, uncompetitive, efficient, inefficient, ['wasteful', 'greywater', 'lov', 'pah', 'lopsided']
competitive, uncompetitive, ethical, unethical, ['subjectivism', 'frolics', 'pizzas', 'tua', 'intuitionism']
competitive, uncompetitive, fortunate, unfortunate, ['hamdan', 'lopsided', 'berk', 'campylobacter', 'bling']
competitive, uncompetitive, honest, dishonest, ['perceptrons', 'disheveled', 'customizing', 'unpleasantly', 'chastened']
competitive, uncompetitive, impressive, unimpressive, ['pli', 'lopsided', 'hyped', 'repetitious', 'bolder']
competitive, uncompetitive, informed, uninformed, ['palutena', 'critiqued', 'uprated', 'wertham', 'tiring']
competitive, uncompetitive, known, unknown, ['boron', 'habilis', 'popularly', 'commonly', 'ciudad']
competitive, uncompetitive, likely, unlikely, ['shwe', 'rubles', 'wiser', 'onerous', 'marketable']
competitive, uncompetitive, logical, illogical, ['sigint', 'positivists', 'loophole', 'vivax', 'cinder']
competitive, uncompetitive, pleasant, unpleasant, ['tromelin', 'catchments', 'osnabr', 'addu', 'shins']
competitive, uncompetitive, possible, impossible, ['rubles', 'chlorinated', 'dwindling', 'predict', 'shwe']
competitive, uncompetitive, possibly, impossibly, ['erectus', 'latinate', 'whores', 'dimensioned', 'unintelligent']
competitive, uncompetitive, productive, unproductive, ['pli', 'putty', 'unintelligent', 'bloated', 'transports']
competitive, uncompetitive, rational, irrational, ['cuscatl', 'irrational', 'guill', 'vivax', 'tua']
competitive, uncompetitive, reasonable, unreasonable, ['breathtaking', 'caml', 'disenfranchisement', 'bling', 'reassembly']
competitive, uncompetitive, responsible, irresponsible, ['vetted', 'mutinous', 'harassed', 'woefully', 'custodians']
competitive, uncompetitive, sure, unsure, ['inhale', 'apologize', 'fru', 'corbucci', 'dak']
competitive, uncompetitive, tasteful, distasteful, ['tulu', 'sedges', 'scriptorum', 'ambo', 'pesiqta']
competitive, uncompetitive, acceptable, unacceptable, ['marketable', 'disputable', 'tolerably', 'preferable', 'incomparably']
competitive, uncompetitive, aware, unaware, ['keenly', 'critiqued', 'hamdan', 'admires', 'physiologically']
competitive, uncompetitive, certain, uncertain, ['gravimeters', 'admixtures', 'dimensioned', 'accoutrements', 'flavoring']
competitive, uncompetitive, clear, unclear, ['inhale', 'hadham', 'stdio', 'multisyllabic', 'fuge']
competitive, uncompetitive, comfortable, uncomfortable, ['overworked', 'weatherproof', 'petits', 'shears', 'discourteous']
consistent, inconsistent, convincing, unconvincing, ['unavailable', 'forged', 'awful', 'mitigated', 'trivially']
consistent, inconsistent, convenient, inconvenient, ['symbolically', 'substituted', 'demeaning', 'shortcut', 'abrasive']
consistent, inconsistent, decided, undecided, ['announced', 'insisted', 'invited', 'resigned', 'dismissed']
consistent, inconsistent, efficient, inefficient, ['unreliable', 'solutions', 'scarce', 'incredibly', 'aluminium']
consistent, inconsistent, ethical, unethical, ['emergent', 'naturalism', 'judgements', 'utilitarianism', 'racism']
consistent, inconsistent, fortunate, unfortunate, ['awful', 'unavailable', 'exceedingly', 'unacceptable', 'goo']
consistent, inconsistent, honest, dishonest, ['intensely', 'untrustworthy', 'awful', 'mildly', 'unforgiving']
consistent, inconsistent, impressive, unimpressive, ['immensely', 'unfortunate', 'incredibly', 'enormously', 'enigmatic']
consistent, inconsistent, informed, uninformed, ['unsupported', 'judged', 'unacceptable', 'awful', 'incompetent']
consistent, inconsistent, known, unknown, ['identified', 'referred', 'called', 'informally', 'as']
consistent, inconsistent, likely, unlikely, ['unknown', 'incorrect', 'proven', 'unclear', 'otherwise']
consistent, inconsistent, logical, illogical, ['positivism', 'invalid', 'axioms', 'fallacy', 'substituting']
consistent, inconsistent, pleasant, unpleasant, ['loch', 'scrub', 'ness', 'woodward', 'spots']
consistent, inconsistent, possible, impossible, ['otherwise', 'unknown', 'cannot', 'can', 'determined']
consistent, inconsistent, possibly, impossibly, ['unknown', 'suddenly', 'withdrawn', 'ejected', 'apparently']
consistent, inconsistent, productive, unproductive, ['incredibly', 'unskilled', 'arrogant', 'intensely', 'mildly']
consistent, inconsistent, rational, irrational, ['integers', 'irrational', 'computable', 'objectively', 'reals']
consistent, inconsistent, reasonable, unreasonable, ['unnecessary', 'unacceptable', 'awful', 'harmful', 'invalid']
consistent, inconsistent, responsible, irresponsible, ['artificially', 'dismissed', 'ignored', 'secreted', 'solely']
consistent, inconsistent, sure, unsure, ['awful', 'paint', 'imagine', 'damned', 'juice']
consistent, inconsistent, tasteful, distasteful, ['toque', 'cookware', 'kubik', 'sedges', 'munkar']
consistent, inconsistent, acceptable, unacceptable, ['unacceptable', 'morally', 'inappropriate', 'unavailable', 'advantageous']
consistent, inconsistent, aware, unaware, ['awful', 'unaware', 'acutely', 'disoriented', 'unacceptable']
consistent, inconsistent, certain, uncertain, ['substances', 'circumstances', 'items', 'omitted', 'kinds']
