athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province']
amarillo, texas, omaha, nebraska, ['nebraska', 'in', 'the', 'and', 'of']
amarillo, texas, miami, florida, ['the', 'in', 'and', 'of', 'one']
amarillo, texas, tulsa, oklahoma, ['in', 'oklahoma', 'one', 'nine', 'of']
amarillo, texas, oakland, california, ['the', 'in', 'raiders', 'athletics', 'one']
amarillo, texas, cleveland, ohio, ['the', 'in', 'of', 'one', 'and']
amarillo, texas, minneapolis, minnesota, ['the', 'in', 'of', 'and', 'minnesota']
amarillo, texas, wichita, kansas, ['in', 'kansas', 'the', 'and', 'foundation']
amarillo, texas, bakersfield, california, ['the', 'sound', 'california', 'in', 'santa']
amarillo, texas, tampa, florida, ['the', 'bay', 'and', 'zero', 'in']
amarillo, texas, anaheim, california, ['the', 'of', 'angels', 'in', 'one']
amarillo, texas, honolulu, hawaii, ['the', 'of', 'hawaii', 'one', 'in']
glendale, california, tallahassee, florida, ['city', 'florida', 'music', 'beach', 'orlando']
glendale, california, huntsville, alabama, ['alabama', 'university', 'abet', 'league', 'stars']
glendale, california, worcester, massachusetts, ['of', 'the', 'and', 'massachusetts', 'one']
glendale, california, chicago, illinois, ['the', 'of', 'in', 'one', 'and']
glendale, california, houston, texas, ['the', 'of', 'in', 'and', 'one']
glendale, california, philadelphia, pennsylvania, ['the', 'in', 'one', 'of', 'and']
glendale, california, phoenix, arizona, ['the', 'of', 'and', 'in', 'to']
glendale, california, dallas, texas, ['the', 'in', 'of', 'one', 'cowboys']
glendale, california, jacksonville, florida, ['the', 'jaguars', 'florida', 'and', 'nine']
glendale, california, indianapolis, indiana, ['the', 'in', 'zero', 'colts', 'five']
glendale, california, austin, texas, ['the', 'of', 'in', 'texas', 'and']
glendale, california, detroit, michigan, ['the', 'in', 'of', 'and', 'one']
glendale, california, memphis, tennessee, ['the', 'tennessee', 'in', 'and', 'of']
glendale, california, boston, massachusetts, ['the', 'in', 'of', 'one', 'and']
glendale, california, seattle, washington, ['the', 'in', 'washington', 'and', 'one']
glendale, california, denver, colorado, ['the', 'in', 'of', 'and', 'colorado']
glendale, california, baltimore, maryland, ['the', 'of', 'in', 'and', 'one']
glendale, california, nashville, tennessee, ['the', 'one', 'in', 'tennessee', 'to']
glendale, california, louisville, kentucky, ['the', 'kentucky', 'of', 'and', 'two']
glendale, california, milwaukee, wisconsin, ['the', 'one', 'wisconsin', 'in', 'brewers']
glendale, california, portland, oregon, ['the', 'oregon', 'of', 'and', 'one']
glendale, california, tucson, arizona, ['arizona', 'of', 'university', 'six', 'seven']
glendale, california, mesa, arizona, ['the', 'was', 'and', 'boogie', 'national']
glendale, california, atlanta, georgia, ['the', 'in', 'of', 'one', 'and']
glendale, california, omaha, nebraska, ['nebraska', 'and', 'is', 'hold', 'of']
glendale, california, miami, florida, ['the', 'in', 'and', 'of', 'one']
glendale, california, tulsa, oklahoma, ['oklahoma', 'one', 'nine', 'a', 'race']
glendale, california, cleveland, ohio, ['the', 'of', 'in', 'one', 'and']
glendale, california, minneapolis, minnesota, ['the', 'in', 'of', 'and', 'minnesota']
glendale, california, wichita, kansas, ['kansas', 'foundation', 'the', 'and', 'a']
glendale, california, arlington, texas, ['at', 'national', 'the', 'of', 'and']
glendale, california, tampa, florida, ['the', 'bay', 'and', 'zero', 'to']
glendale, california, honolulu, hawaii, ['the', 'of', 'hawaii', 'one', 'and']
glendale, california, pittsburgh, pennsylvania, ['the', 'of', 'steelers', 'in', 'one']
tallahassee, florida, huntsville, alabama, ['alabama', 'university', 'of', 'abet', 'the']
tallahassee, florida, worcester, massachusetts, ['the', 'of', 'in', 'and', 'one']
tallahassee, florida, chicago, illinois, ['the', 'of', 'in', 'one', 'and']
tallahassee, florida, houston, texas, ['the', 'of', 'in', 'and', 'one']
tallahassee, florida, philadelphia, pennsylvania, ['the', 'in', 'one', 'of', 'and']
tallahassee, florida, phoenix, arizona, ['the', 'of', 'and', 'in', 'to']
tallahassee, florida, dallas, texas, ['the', 'in', 'of', 'one', 'cowboys']
tallahassee, florida, indianapolis, indiana, ['the', 'in', 'zero', 'of', 'one']
tallahassee, florida, austin, texas, ['the', 'of', 'in', 'texas', 'and']
tallahassee, florida, detroit, michigan, ['the', 'in', 'of', 'and', 'one']
tallahassee, florida, memphis, tennessee, ['the', 'in', 'tennessee', 'of', 'one']
tallahassee, florida, boston, massachusetts, ['the', 'in', 'of', 'one', 'and']
tallahassee, florida, seattle, washington, ['the', 'in', 'washington', 'one', 'and']
tallahassee, florida, denver, colorado, ['the', 'in', 'of', 'and', 'colorado']
tallahassee, florida, baltimore, maryland, ['the', 'in', 'of', 'one', 'and']
tallahassee, florida, nashville, tennessee, ['the', 'in', 'one', 'tennessee', 'of']
tallahassee, florida, louisville, kentucky, ['the', 'of', 'kentucky', 'and', 'in']
tallahassee, florida, milwaukee, wisconsin, ['the', 'in', 'one', 'wisconsin', 'brewers']
tallahassee, florida, portland, oregon, ['the', 'oregon', 'of', 'in', 'one']
tallahassee, florida, tucson, arizona, ['arizona', 'in', 'of', 'the', 'university']
tallahassee, florida, fresno, california, ['california', 'county', 'six', 'university', 'state']
tallahassee, florida, sacramento, california, ['the', 'california', 'in', 'one', 'of']
tallahassee, florida, mesa, arizona, ['the', 'was', 'to', 'of', 'boogie']
tallahassee, florida, atlanta, georgia, ['the', 'in', 'of', 'one', 'and']
tallahassee, florida, omaha, nebraska, ['nebraska', 'in', 'the', 'of', 'is']
tallahassee, florida, tulsa, oklahoma, ['oklahoma', 'in', 'one', 'nine', 'of']
tallahassee, florida, oakland, california, ['the', 'in', 'raiders', 'athletics', 'one']
tallahassee, florida, cleveland, ohio, ['the', 'of', 'in', 'one', 'and']
tallahassee, florida, minneapolis, minnesota, ['the', 'in', 'of', 'and', 'minnesota']
tallahassee, florida, wichita, kansas, ['kansas', 'the', 'in', 'foundation', 'of']
tallahassee, florida, arlington, texas, ['in', 'the', 'at', 'national', 'of']
tallahassee, florida, bakersfield, california, ['the', 'sound', 'california', 'santa', 'of']
tallahassee, florida, anaheim, california, ['the', 'of', 'angels', 'in', 'one']
tallahassee, florida, honolulu, hawaii, ['the', 'of', 'hawaii', 'one', 'in']
tallahassee, florida, pittsburgh, pennsylvania, ['the', 'in', 'of', 'steelers', 'one']
tallahassee, florida, lexington, kentucky, ['and', 'the', 'of', 'in', 'one']
huntsville, alabama, worcester, massachusetts, ['the', 'of', 'and', 'in', 'one']
huntsville, alabama, chicago, illinois, ['the', 'of', 'in', 'one', 'and']
huntsville, alabama, houston, texas, ['the', 'of', 'in', 'and', 'one']
huntsville, alabama, philadelphia, pennsylvania, ['the', 'in', 'one', 'of', 'and']
huntsville, alabama, phoenix, arizona, ['the', 'of', 'and', 'in', 'to']
huntsville, alabama, dallas, texas, ['the', 'in', 'one', 'of', 'cowboys']
huntsville, alabama, jacksonville, florida, ['the', 'jaguars', 'and', 'florida', 'in']
huntsville, alabama, indianapolis, indiana, ['the', 'in', 'zero', 'one', 'five']
huntsville, alabama, austin, texas, ['the', 'of', 'in', 'and', 'texas']
huntsville, alabama, detroit, michigan, ['the', 'in', 'of', 'and', 'one']
huntsville, alabama, memphis, tennessee, ['the', 'in', 'tennessee', 'one', 'and']
huntsville, alabama, boston, massachusetts, ['the', 'in', 'of', 'one', 'and']
huntsville, alabama, seattle, washington, ['the', 'in', 'washington', 'and', 'one']
huntsville, alabama, denver, colorado, ['the', 'in', 'of', 'and', 'one']
huntsville, alabama, baltimore, maryland, ['the', 'in', 'of', 'one', 'and']
huntsville, alabama, nashville, tennessee, ['the', 'in', 'one', 'tennessee', 'to']
huntsville, alabama, louisville, kentucky, ['the', 'kentucky', 'of', 'and', 'in']
huntsville, alabama, milwaukee, wisconsin, ['the', 'in', 'one', 'wisconsin', 'brewers']
huntsville, alabama, portland, oregon, ['the', 'oregon', 'in', 'of', 'one']
huntsville, alabama, tucson, arizona, ['arizona', 'in', 'of', 'six', 'the']
huntsville, alabama, fresno, california, ['california', 'county', 'one', 'six', 'seven']
huntsville, alabama, sacramento, california, ['the', 'california', 'in', 'one', 'and']
huntsville, alabama, mesa, arizona, ['the', 'and', 'was', 'one', 'to']
huntsville, alabama, atlanta, georgia, ['the', 'in', 'of', 'one', 'and']
huntsville, alabama, omaha, nebraska, ['nebraska', 'in', 'the', 'and', 'is']
huntsville, alabama, miami, florida, ['the', 'in', 'and', 'of', 'one']
huntsville, alabama, tulsa, oklahoma, ['in', 'oklahoma', 'one', 'nine', 'a']
huntsville, alabama, oakland, california, ['the', 'in', 'raiders', 'one', 'athletics']
huntsville, alabama, cleveland, ohio, ['the', 'in', 'of', 'one', 'and']
huntsville, alabama, minneapolis, minnesota, ['the', 'in', 'of', 'and', 'minnesota']
huntsville, alabama, wichita, kansas, ['kansas', 'in', 'the', 'and', 'foundation']
huntsville, alabama, arlington, texas, ['in', 'at', 'the', 'national', 'of']
huntsville, alabama, bakersfield, california, ['the', 'sound', 'california', 'santa', 'in']
huntsville, alabama, tampa, florida, ['the', 'bay', 'and', 'zero', 'in']
huntsville, alabama, anaheim, california, ['the', 'angels', 'of', 'in', 'one']
huntsville, alabama, honolulu, hawaii, ['the', 'of', 'hawaii', 'one', 'in']
huntsville, alabama, pittsburgh, pennsylvania, ['the', 'in', 'of', 'steelers', 'one']
huntsville, alabama, lexington, kentucky, ['and', 'the', 'of', 'one', 'in']
huntsville, alabama, stockton, california, ['one', 'and', 'the', 'on', 'john']
worcester, massachusetts, chicago, illinois, ['the', 'of', 'in', 'one', 'and']
worcester, massachusetts, houston, texas, ['the', 'in', 'of', 'and', 'is']
worcester, massachusetts, philadelphia, pennsylvania, ['the', 'in', 'one', 'of', 'and']
worcester, massachusetts, phoenix, arizona, ['the', 'of', 'and', 'in', 'to']
worcester, massachusetts, dallas, texas, ['the', 'in', 'cowboys', 'texas', 'one']
worcester, massachusetts, jacksonville, florida, ['jaguars', 'florida', 'the', 'zero', 'nine']
worcester, massachusetts, indianapolis, indiana, ['the', 'in', 'zero', 'colts', 'five']
worcester, massachusetts, austin, texas, ['the', 'of', 'in', 'texas', 'at']
worcester, massachusetts, detroit, michigan, ['the', 'in', 'and', 'of', 'one']
worcester, massachusetts, memphis, tennessee, ['tennessee', 'the', 'in', 'west', 'to']
worcester, massachusetts, seattle, washington, ['the', 'in', 'washington', 'one', 'nine']
worcester, massachusetts, denver, colorado, ['the', 'in', 'colorado', 'broncos', 'of']
worcester, massachusetts, baltimore, maryland, ['the', 'in', 'one', 'and', 'to']
worcester, massachusetts, nashville, tennessee, ['the', 'tennessee', 'in', 'one', 'to']
worcester, massachusetts, louisville, kentucky, ['kentucky', 'zero', 'two', 'westminster', 'is']
worcester, massachusetts, milwaukee, wisconsin, ['the', 'wisconsin', 'brewers', 'one', 'in']
worcester, massachusetts, portland, oregon, ['oregon', 'the', 'maine', 'one', 'cement']
worcester, massachusetts, tucson, arizona, ['arizona', 'league', 'electric', 'phoenix', 'excluding']
worcester, massachusetts, fresno, california, ['california', 'county', 'state', 'san', 'seven']
worcester, massachusetts, sacramento, california, ['california', 'san', 'state', 'zero', 'river']
worcester, massachusetts, mesa, arizona, ['boogie', 'national', 'verde', 'was', 'carlos']
worcester, massachusetts, atlanta, georgia, ['the', 'in', 'of', 'one', 'nine']
worcester, massachusetts, omaha, nebraska, ['nebraska', 'hold', 'is', 'em', 'each']
worcester, massachusetts, miami, florida, ['the', 'in', 'dolphins', 'and', 'zero']
worcester, massachusetts, tulsa, oklahoma, ['oklahoma', 'race', 'unrest', 'riot', 'texas']
worcester, massachusetts, oakland, california, ['the', 'raiders', 'athletics', 'in', 'california']
worcester, massachusetts, cleveland, ohio, ['the', 'in', 'one', 'of', 'and']
worcester, massachusetts, minneapolis, minnesota, ['the', 'in', 'minnesota', 'of', 'and']
worcester, massachusetts, wichita, kansas, ['kansas', 'foundation', 'topeka', 'i', 'texas']
worcester, massachusetts, arlington, texas, ['national', 'at', 'virginia', 'county', 'cemetery']
worcester, massachusetts, bakersfield, california, ['sound', 'california', 'santa', 'barbara', 'ca']
worcester, massachusetts, tampa, florida, ['bay', 'the', 'zero', 'florida', 'buccaneers']
worcester, massachusetts, anaheim, california, ['angels', 'california', 'two', 'los', 'angeles']
worcester, massachusetts, honolulu, hawaii, ['hawaii', 'the', 'is', 'of', 'one']
worcester, massachusetts, pittsburgh, pennsylvania, ['the', 'steelers', 'in', 'pennsylvania', 'of']
worcester, massachusetts, lexington, kentucky, ['and', 'avenue', 'concord', 'battle', 'kentucky']
worcester, massachusetts, stockton, california, ['john', 'california', 'ca', 'on', 'two']
worcester, massachusetts, cincinnati, ohio, ['the', 'in', 'of', 'one', 'reds']
boy, girl, brother, sister, ['his', 'of', 's', 'and', 'big']
boy, girl, brothers, sisters, ['his', 'and', 'warner', 'marx', 'two']
boy, girl, dad, mom, ['calvin', 'my', 'mom', 'dennis', 'wind']
boy, girl, father, mother, ['his', 'the', 'of', 's', 'and']
boy, girl, grandfather, grandmother, ['his', 'great', 'maternal', 'paternal', 'father']
boy, girl, grandpa, grandma, ['jones', 'minnie', 'supper', 'delivering', 'gnome']
boy, girl, grandson, granddaughter, ['great', 'his', 'son', 'charles', 'emperor']
boy, girl, groom, bride, ['lake', 'bride', 'area', 'road', 'drinking']
boy, girl, he, she, ['the', 'was', 'and', 'of', 'in']
boy, girl, his, her, ['of', 'the', 'in', 'and', 'to']
boy, girl, husband, wife, ['her', 'present', 'no', 's', 'she']
boy, girl, king, queen, ['the', 'of', 'one', 'and', 'to']
boy, girl, man, woman, ['the', 'of', 'a', 'and', 'in']
boy, girl, nephew, niece, ['his', 'great', 'grand', 'donald', 'henry']
boy, girl, prince, princess, ['of', 'the', 'one', 'crown', 'and']
boy, girl, son, daughter, ['of', 'the', 'his', 'and', 's']
boy, girl, sons, daughters, ['of', 'his', 'two', 'and', 'three']
boy, girl, stepfather, stepmother, ['clinton', 'assuming', 'abusive', 'asterion', 'lucius']
boy, girl, stepson, stepdaughter, ['tiberius', 'augustus', 'frigg', 'stepfather', 'douglas']
boy, girl, uncle, aunt, ['his', 'scrooge', 'her', 'great', 'donald']
brother, sister, brothers, sisters, ['warner', 'the', 'marx', 'parker', 'coen']
brother, sister, dad, mom, ['calvin', 'mom', 'dennis', 'poor', 'wind']
brother, sister, father, mother, ['the', 'his', 'of', 's', 'and']
brother, sister, grandfather, grandmother, ['great', 'maternal', 'paternal', 'clock', 'grandmother']
brother, sister, grandpa, grandma, ['jones', 'minnie', 'supper', 'delivering', 'gnome']
brother, sister, grandson, granddaughter, ['great', 'ford', 'charlemagne', 'darwin', 'freud']
brother, sister, groom, bride, ['lake', 'bride', 'area', 'drinking', 'basin']
brother, sister, he, she, ['the', 'was', 'and', 'of', 'in']
brother, sister, his, her, ['of', 'the', 'in', 'and', 'to']
brother, sister, husband, wife, ['her', 'present', 'no', 'she', 'householder']
brother, sister, king, queen, ['the', 'of', 'one', 'and', 'to']
brother, sister, man, woman, ['the', 'a', 'of', 'and', 'one']
brother, sister, nephew, niece, ['great', 'grand', 'ladislaus', 'justinian', 'cuauht']
brother, sister, prince, princess, ['of', 'the', 'crown', 'one', 'edward']
brother, sister, son, daughter, ['of', 'the', 'and', 'a', 'his']
brother, sister, sons, daughters, ['two', 'three', 'daughters', 'wiley', 'were']
brother, sister, stepfather, stepmother, ['assuming', 'asterion', 'abusive', 'byers', 'stepson']
brother, sister, stepson, stepdaughter, ['tiberius', 'sonny', 'alcmene', 'lulach', 'darin']
brother, sister, uncle, aunt, ['scrooge', 'great', 'maternal', 'tom', 'donald']
brother, sister, boy, girl, ['game', 'advance', 'a', 'the', 'color']
brothers, sisters, dad, mom, ['my', 'calvin', 'mom', 'poor', 'wind']
brothers, sisters, father, mother, ['his', 'the', 'of', 's', 'and']
brothers, sisters, grandfather, grandmother, ['great', 'maternal', 'paternal', 'father', 'was']
brothers, sisters, grandpa, grandma, ['jones', 'supper', 'hey', 'delivering', 'hairy']
brothers, sisters, grandson, granddaughter, ['great', 'son', 'emperor', 'charles', 'henry']
brothers, sisters, groom, bride, ['lake', 'bride', 'area', 'drinking', 'road']
brothers, sisters, he, she, ['the', 'was', 'and', 'of', 'in']
brothers, sisters, his, her, ['of', 'the', 'in', 'and', 'to']
brothers, sisters, husband, wife, ['her', 's', 'no', 'present', 'she']
brothers, sisters, king, queen, ['the', 'of', 'one', 'and', 's']
brothers, sisters, man, woman, ['the', 'a', 'of', 'and', 'in']
brothers, sisters, nephew, niece, ['great', 'grand', 'donald', 'son', 'de']
brothers, sisters, prince, princess, ['of', 'the', 'one', 'crown', 'a']
brothers, sisters, son, daughter, ['of', 'the', 'his', 'and', 's']
brothers, sisters, sons, daughters, ['of', 'his', 'two', 's', 'three']
brothers, sisters, stepfather, stepmother, ['stepson', 'assuming', 'abusive', 'asterion', 'clinton']
brothers, sisters, stepson, stepdaughter, ['augustus', 'tiberius', 'stepfather', 'douglas', 'nicholas']
brothers, sisters, uncle, aunt, ['his', 'scrooge', 's', 'her', 'great']
brothers, sisters, boy, girl, ['game', 'a', 'advance', 'color', 'was']
brothers, sisters, brother, sister, ['his', 'of', 's', 'big', 'and']
dad, mom, father, mother, ['his', 'the', 'of', 's', 'and']
dad, mom, grandfather, grandmother, ['his', 'of', 'the', 'was', 'great']
dad, mom, grandpa, grandma, ['jones', 'minnie', 'supper', 'hey', 'delivering']
dad, mom, grandson, granddaughter, ['of', 'the', 'his', 'great', 'and']
dad, mom, groom, bride, ['the', 'lake', 'at', 'bride', 'in']
dad, mom, he, she, ['the', 'was', 'and', 'of', 'in']
dad, mom, his, her, ['of', 'the', 'in', 'and', 'to']
dad, mom, husband, wife, ['her', 'the', 'and', 'of', 's']
dad, mom, king, queen, ['the', 'of', 'one', 'and', 'to']
dad, mom, man, woman, ['the', 'a', 'of', 'and', 'in']
dad, mom, nephew, niece, ['of', 'his', 'the', 'a', 's']
dad, mom, prince, princess, ['of', 'the', 'one', 'and', 'in']
dad, mom, son, daughter, ['of', 'the', 'his', 'and', 'a']
dad, mom, sons, daughters, ['of', 'the', 'and', 'his', 'two']
dad, mom, stepfather, stepmother, ['her', 'stepson', 'clinton', 'assuming', 'lucius']
dad, mom, stepson, stepdaughter, ['his', 'tiberius', 'augustus', 'her', 'frigg']
dad, mom, uncle, aunt, ['his', 'the', 'of', 'and', 's']
dad, mom, boy, girl, ['the', 'game', 'a', 'and', 'of']
dad, mom, brother, sister, ['his', 'the', 'of', 'and', 's']
dad, mom, brothers, sisters, ['the', 'and', 'of', 'in', 'his']
father, mother, grandfather, grandmother, ['maternal', 'great', 'paternal', 'clock', 'erasmus']
father, mother, grandpa, grandma, ['jones', 'supper', 'hey', 'delivering', 'gnome']
father, mother, grandson, granddaughter, ['great', 'tiberius', 'freud', 'shoghi', 'charlemagne']
father, mother, groom, bride, ['lake', 'bride', 'area', 'basin', 'road']
father, mother, he, she, ['the', 'was', 'and', 'in', 'to']
father, mother, his, her, ['of', 'the', 'in', 'and', 'to']
father, mother, husband, wife, ['her', 'present', 'no', 'householder', 'wife']
father, mother, king, queen, ['of', 'the', 'one', 'nine', 'zero']
father, mother, man, woman, ['a', 'the', 'of', 'one', 'and']
father, mother, nephew, niece, ['grand', 'donald', 'ladislaus', 'justinian', 'cuauht']
father, mother, prince, princess, ['crown', 'edward', 'albert', 'wales', 'imperial']
father, mother, son, daughter, ['of', 'the', 'eldest', 'one', 'a']
father, mother, sons, daughters, ['two', 'daughters', 'wiley', 'isbn', 'were']
father, mother, stepfather, stepmother, ['stepson', 'assuming', 'asterion', 'clinton', 'abusive']
father, mother, stepson, stepdaughter, ['tiberius', 'frigg', 'holt', 'darin', 'stepfather']
father, mother, uncle, aunt, ['scrooge', 'donald', 'tom', 'maternal', 'claudius']
father, mother, boy, girl, ['game', 'advance', 'color', 'little', 'games']
father, mother, brother, sister, ['big', 'younger', 'half', 'older', 'elder']
father, mother, brothers, sisters, ['warner', 'marx', 'parker', 'coen', 'wright']
father, mother, dad, mom, ['mom', 'wind', 'dennis', 'er', 'jon']
grandfather, grandmother, grandpa, grandma, ['jones', 'minnie', 'supper', 'hey', 'delivering']
grandfather, grandmother, grandson, granddaughter, ['of', 'the', 'great', 'one', 'a']
grandfather, grandmother, groom, bride, ['lake', 'at', 'bride', 'area', 'drinking']
grandfather, grandmother, he, she, ['the', 'was', 'and', 'of', 'in']
grandfather, grandmother, his, her, ['of', 'the', 'in', 'and', 'to']
grandfather, grandmother, husband, wife, ['her', 'and', 'the', 'of', 's']
grandfather, grandmother, king, queen, ['the', 'of', 'one', 'and', 'to']
grandfather, grandmother, man, woman, ['the', 'a', 'of', 'and', 'one']
grandfather, grandmother, nephew, niece, ['of', 'grand', 'five', 'by', 'one']
grandfather, grandmother, prince, princess, ['of', 'the', 'one', 'and', 'in']
grandfather, grandmother, son, daughter, ['of', 'the', 'his', 'and', 'a']
grandfather, grandmother, sons, daughters, ['the', 'of', 'and', 'two', 'one']
grandfather, grandmother, stepfather, stepmother, ['stepson', 'clinton', 'gave', 'assuming', 'lucius']
grandfather, grandmother, stepson, stepdaughter, ['tiberius', 'augustus', 'frigg', 'stepfather', 'shortly']
grandfather, grandmother, uncle, aunt, ['his', 'the', 'scrooge', 'of', 'one']
grandfather, grandmother, boy, girl, ['the', 'game', 'a', 'and', 'advance']
grandfather, grandmother, brother, sister, ['his', 'the', 'of', 'and', 's']
grandfather, grandmother, brothers, sisters, ['the', 'and', 'of', 'one', 'in']
grandfather, grandmother, dad, mom, ['my', 'calvin', 'mom', 'poor', 'dennis']
grandfather, grandmother, father, mother, ['the', 'his', 'of', 's', 'and']
grandpa, grandma, grandson, granddaughter, ['of', 'the', 'his', 'great', 'and']
grandpa, grandma, groom, bride, ['the', 'lake', 'and', 'at', 'to']
grandpa, grandma, he, she, ['the', 'was', 'and', 'of', 'in']
grandpa, grandma, his, her, ['of', 'the', 'in', 'and', 'to']
grandpa, grandma, husband, wife, ['her', 'and', 'the', 'of', 's']
grandpa, grandma, king, queen, ['the', 'of', 'one', 'and', 'to']
grandpa, grandma, man, woman, ['the', 'a', 'of', 'and', 'in']
grandpa, grandma, nephew, niece, ['of', 'his', 'the', 's', 'and']
grandpa, grandma, prince, princess, ['of', 'the', 'one', 'and', 'in']
grandpa, grandma, son, daughter, ['of', 'the', 'his', 'and', 'a']
grandpa, grandma, sons, daughters, ['the', 'of', 'and', 'his', 'two']
grandpa, grandma, stepfather, stepmother, ['his', 's', 'her', 'of', 'in']
grandpa, grandma, stepson, stepdaughter, ['his', 'of', 's', 'tiberius', 'and']
grandpa, grandma, uncle, aunt, ['his', 'the', 'of', 'and', 's']
grandpa, grandma, boy, girl, ['the', 'game', 'a', 'and', 'of']
grandpa, grandma, brother, sister, ['his', 'the', 'of', 'and', 's']
grandpa, grandma, brothers, sisters, ['the', 'and', 'of', 'in', 'his']
grandpa, grandma, dad, mom, ['and', 's', 'the', 'my', 'of']
grandpa, grandma, father, mother, ['his', 'the', 'of', 's', 'and']
grandpa, grandma, grandfather, grandmother, ['his', 'the', 'of', 'and', 's']
grandson, granddaughter, groom, bride, ['lake', 'at', 'bride', 'area', 'road']
grandson, granddaughter, he, she, ['the', 'was', 'and', 'of', 'in']
grandson, granddaughter, his, her, ['of', 'the', 'in', 'and', 'to']
grandson, granddaughter, husband, wife, ['her', 'and', 'the', 's', 'to']
grandson, granddaughter, king, queen, ['the', 'of', 'one', 'and', 'to']
grandson, granddaughter, man, woman, ['the', 'a', 'of', 'and', 'in']
grandson, granddaughter, nephew, niece, ['grand', 'who', 'his', 'five', 'young']
grandson, granddaughter, prince, princess, ['the', 'of', 'one', 'and', 'in']
grandson, granddaughter, son, daughter, ['of', 'the', 'his', 'and', 'a']
grandson, granddaughter, sons, daughters, ['the', 'and', 'of', 'two', 'his']
grandson, granddaughter, stepfather, stepmother, ['clinton', 'assuming', 'lucius', 'abusive', 'asterion']
grandson, granddaughter, stepson, stepdaughter, ['frigg', 'stepfather', 'proved', 'bertrand', 'holt']
grandson, granddaughter, uncle, aunt, ['his', 'scrooge', 's', 'in', 'to']
grandson, granddaughter, boy, girl, ['game', 'the', 'a', 'and', 'advance']
grandson, granddaughter, brother, sister, ['his', 'the', 'and', 'of', 's']
grandson, granddaughter, brothers, sisters, ['the', 'and', 'in', 'one', 'two']
grandson, granddaughter, dad, mom, ['my', 'calvin', 'mom', 'dennis', 'poor']
grandson, granddaughter, father, mother, ['his', 'the', 'of', 's', 'and']
grandson, granddaughter, grandfather, grandmother, ['maternal', 'his', 'paternal', 'was', 'father']
grandson, granddaughter, grandpa, grandma, ['jones', 'minnie', 'supper', 'hey', 'what']
groom, bride, he, she, ['the', 'was', 'and', 'of', 'in']
groom, bride, his, her, ['of', 'the', 'in', 'and', 'to']
groom, bride, husband, wife, ['her', 'and', 'of', 'the', 's']
groom, bride, king, queen, ['the', 'of', 'one', 'and', 'to']
groom, bride, man, woman, ['the', 'a', 'of', 'and', 'in']
groom, bride, nephew, niece, ['his', 'of', 's', 'and', 'was']
groom, bride, prince, princess, ['of', 'the', 'one', 'and', 'in']
groom, bride, son, daughter, ['of', 'the', 'his', 'and', 'a']
groom, bride, sons, daughters, ['of', 'the', 'and', 'his', 'two']
groom, bride, stepfather, stepmother, ['his', 'her', 's', 'he', 'stepson']
groom, bride, stepson, stepdaughter, ['his', 'tiberius', 'her', 's', 'augustus']
groom, bride, uncle, aunt, ['his', 'of', 's', 'the', 'and']
groom, bride, boy, girl, ['the', 'game', 'a', 'and', 'of']
groom, bride, brother, sister, ['his', 'of', 'the', 'and', 's']
groom, bride, brothers, sisters, ['the', 'and', 'of', 'his', 'in']
groom, bride, dad, mom, ['s', 'my', 'calvin', 'and', 'his']
groom, bride, father, mother, ['his', 'the', 'of', 's', 'and']
groom, bride, grandfather, grandmother, ['his', 'of', 's', 'was', 'and']
groom, bride, grandpa, grandma, ['jones', 'minnie', 'supper', 'hey', 'what']
groom, bride, grandson, granddaughter, ['of', 'his', 'great', 'the', 's']
he, she, his, her, ['of', 'in', 'and', 'to', 'for']
he, she, husband, wife, ['her', 'householder', 'present', 'couples', 'households']
he, she, king, queen, ['james', 'henry', 'charles', 'ii', 'luther']
he, she, man, woman, ['isle', 'spider', 'young', 'fat', 'woman']
he, she, nephew, niece, ['eochaid', 'ladislaus', 'cuauht', 'macias', 'othniel']
he, she, prince, princess, ['crown', 'edward', 'albert', 'wales', 'harry']
he, she, son, daughter, ['eldest', 'illegitimate', 'youngest', 'oldest', 'begotten']
he, she, sons, daughters, ['wiley', 'daughters', 'isbn', 'putnam', 'scribner']
he, she, stepfather, stepmother, ['buckinghamshire', 'impregnated', 'wainwright', 'nymphet', 'mathbf']
he, she, stepson, stepdaughter, ['darin', 'jouvenel', 'gish', 'bancroft', 'eir']
he, she, uncle, aunt, ['scrooge', 'maternal', 'vanya', 'leni', 'jasper']
he, she, boy, girl, ['game', 'advance', 'color', 'nintendo', 'scouts']
he, she, brother, sister, ['big', 'younger', 'older', 'half', 'elder']
he, she, brothers, sisters, ['warner', 'marx', 'parker', 'coen', 'grimm']
he, she, dad, mom, ['mom', 'shigeru', 'quadrant', 'sneezing', 'lucha']
he, she, father, mother, ['ted', 'dougal', 'mychal', 'almighty', 'heavenly']
he, she, grandfather, grandmother, ['maternal', 'paternal', 'gioachino', 'jahangir', 'barnett']
he, she, grandpa, grandma, ['tapp', 'gordie', 'captioned', 'haw', 'hee']
he, she, grandson, granddaughter, ['nepos', 'fabien', 'gordian', 'rockne', 'capra']
he, she, groom, bride, ['lake', 'basin', 'jumbled', 'disused', 'tasmania']
his, her, husband, wife, ['householder', 'present', 'households', 'couples', 'curie']
his, her, king, queen, ['james', 'crimson', 'kong', 'luther', 'ii']
